ParlaMint-BE_2016-10-13-54-plenair-ip130x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u59	[[08.03 Caroline Cassart-Mailleux (MR):]] Monsieur le président, monsieur le ministre, je vous remercie d'avoir fait le point sur cette mesure ainsi que sur l'emploi tel qu'il a été pris en charge par ce gouvernement. Oui, certaines personnes sortent de la spirale du chômage; oui, l'emploi est garant de l'intégration sociale; oui, les mesures "premier travailleur-zéro cotisation" ont donné la possibilité à certaines personnes de trouver un emploi et aux employeurs d'embaucher. C'est une opération win-win dont je me réjouis. Je souhaite que ce gouvernement continue à travailler de manière à créer de l'emploi car c'est l'objectif que nous nous sommes fixé.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u60	[[09.01 Dirk Van der Maelen (sp.a):]] Mijnheer de voorzitter, collega’s, mijnheer de minister van Buitenlandse Zaken, ons B-FAST-team heeft in de loop van de jaren een uitstekende reputatie verworven door een reeks zeer geslaagde acties in het buitenland. Helaas moeten we zeggen dat de voorbije twee jaar de positieve reputatie een knauw kreeg. Zo was er Nepal: B-FAST kwam te laat met de verkeerde hulpmiddelen en moest onverrichterzake terugkeren. Dat werd besproken in de commissie voor de Buitenlandse Betrekkingen en daar werd beloofd om tegen einde 2015 een evaluatie in te dienen. Vandaag is het twintig maanden na de operatie en we hebben nog geen verslag gezien. Mijnheer de minister, wanneer zullen we dat zien? Ten tweede, op 3 oktober jongstleden, dus nog voor de ramp, – dit is nog slechter – schrijft de Haïtiaanse regering naar de VN en vraagt al op voorhand om hulp. Op 4 oktober krijgen de Europese instanties, met name de Europese noodhulporganisatie, de vraag van Haïti. Op 5 oktober weten we wat Haïti juist vraagt, onder meer waterzuiveringsinstallaties en medische ondersteuning. Wij lezen in de kranten dat het team, dat nochtans klaar stond om te vertrekken, niet van de grond komt. Sommigen verwijzen daarvoor naar uw departement. Wanneer is de planningscommissie samengekomen? Wanneer is de coördinatie samengekomen? Het argument dat u in de krant aanvoert, dat u wachtte op een VN-coördinatie, houdt geen steek. Haïti had duidelijk aangegeven wat gewenst was. Andere landen zijn met hulp ter plaatse geraakt. Wij in België zijn weer op de grond blijven staan. Wij vragen u hier duidelijkheid over te geven, mijnheer de minister. Het gaat over een zwaar menselijk probleem: 1 500 000 mensen werden getroffen, 350 000 mensen wachten op noodhulp en er zijn 1 000 doden gevallen. Andermaal slaat België met B-FAST een zeer mal figuur.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u61	[[09.02 Rita Bellens (N-VA):]] Mijnheer de minister, ik zal alle data niet herhalen, die heeft mijn collega al aangebracht. Naar aanleiding van de orkaan die over de Caraïben en Haïti is geraasd, verscheen er in de voorbije dagen heel wat communicatie in de media. Een team zou hebben klaargestaan, gepakt en gezakt om te vertrekken, maar dat mocht volgens het team niet. Uw communicatie, mijnheer de minister, luidde dat men mag vertrekken, maar dat wij op groen licht van de VN wachten. Een andere bron zei dat het niet meer nodig was, dat het al te laat was en dat wij beter hier konden blijven. Ten slotte zei iemand van Artsen zonder Grenzen gisteren op Radio 1 dat het absoluut noodzakelijk is dat wij daar nog raken, omdat er nog heel veel hulp nodig is. Mijnheer de minister, Matthew is uitgeraasd. Het is stil. Wat blijft er? Dat is dikke miserie voor de Haïtianen, enerzijds, en grote onduidelijkheid hier in België, met heel veel vragen over de Belgische hulp voor de getroffenen, anderzijds. Met mijn vragen over de Belgische hulp kan ik mij alleen tot u richten, mijnheer de minister. Wat B-FAST betreft, wanneer is de vraag gekomen? Aan wie is die gesteld? Is er al beslist of B-FAST alsnog op missie vertrekt? Als die beslissing genomen is, op welke manier is die genomen? Is er een overleg met de departementen geweest? Is het planningscomité of de coördinatieraad bijeengekomen? Als men nog vertrekt, in welke constellatie zal dat dan gebeuren? Als wij beslissen dat B-FAST niet meer vertrekt, hoe zullen wij Haïti dan nog helpen? Dat lijkt mij namelijk het allerbelangrijkste. Er is daar dringend hulp nodig.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u62	[[09.03 Gwenaëlle Grovonius (PS):]] Monsieur le ministre, vous avons tous en tête les images horribles des conséquences de l'ouragan Matthew en Haïti. Lorsque nous avons vu les premières images, nous nous attendions à ce que B-FAST soit immédiatement mobilisé et envoyé sur place. D'ailleurs, ce lundi, la presse nous informait qu'une équipe était prête à partir sur le terrain, mais que, malheureusement, cette équipe n'avait pas reçu l'accord du gouvernement. Vous avez, il est vrai, démenti cette information. Le résultat est qu'aujourd'hui, B-FAST est toujours cloué au sol et, étant donné les délais, ne se rendra pas sur place, selon toute vraisemblance. Cette situation donne malheureusement du grain à moudre à ceux qui voudraient voir cette structure disparaître, et je pense évidemment ici à la N-VA. Depuis les couacs de l'opération au Népal, ce groupe politique n'arrête pas de remettre cet outil en cause. Je ne dis pas que des réformes ne sont pas nécessaires au sein de B-FAST, mais il n'est pas question ici d'adopter a priori une attitude de privatisation de l'outil, comme le font certains de mes collègues. Il n'est pas question non plus de voir en lui, malheureusement, un outil belge, ce qui pourrait ennuyer certains membres de la N-VA. Je pense qu'aujourd'hui, il faudrait que vous déposiez enfin au Parlement l'audit et l'évaluation commandités après l'opération au Népal, afin que nous puissions tous en discuter de manière sereine et apporter à cet outil les éventuelles améliorations qu'il convient. J'en viens à mes questions, monsieur le ministre. Avez-vous effectivement reçu une demande d'assistance concernant le passage de cet ouragan en Haïti? Avez-vous donné ou non votre feu vert pour cette mission? Quelle a été la position des autres départements en jeu dans le cadre de B-FAST? Comment expliquez-vous qu'à ce jour, nous n'ayons toujours pas reçu cet audit et cette évaluation de B-FAST?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u63	[[09.04 Minister Didier Reynders:]] Mijnheer de voorzitter, collega's, ik wil eerst antwoorden op de twee vragen over de hervorming van B-FAST. In juli lag er een nota op de tafel van de Ministerraad. Die nota werd goedgekeurd en we maken verder werk van de verbetering van B-FAST. Ik ben bereid om naar de commissie te komen met een analyse van de audit en de verschillende voorstellen van de departementen over de verbetering. We hebben aan alle betrokken departementen gevraagd om het verbeteringsproces voort te zetten. Deuxième élément, vous y faisiez allusion, madame Grovonius et monsieur Van der Maelen, je regrette évidemment les propos qui sont parfois tenus par l'un ou l'autre volontaire - et je peux comprendre leur enthousiasme - concernant B-FAST. Mais B-FAST, ce n'est pas cela. Ce n'est pas de savoir si quelqu'un souhaite partir, c'est de savoir si la demande nous est adressée et si, effectivement, nous avons la capacité de répondre à ce qui nous est demandé. Je ne vais pas rappeler ce que M. Van der Maelen a dit. Le 3 octobre, il y a eu, de manière préventive, non seulement de la part d'Haïti mais aussi de la Jamaïque, une demande à la plate-forme des Nations unies de se préparer à une aide d'urgence. Le 4 octobre, c'est le même cas de figure du côté de la coordination européenne. Mais il n'y a eu aucune demande adressée aux pays, en particulier à la Belgique, sur un point précis d'intervention. Mijnheer Van der Maelen, al op 4 oktober 2016 hebben wij een vergadering gehad met de vier departementen die bij B-FAST betrokken zijn om de mogelijkheden te bekijken die wij hebben om aan Haïti hulp te bieden. Ik zal de details van die vergadering niet geven. De beslissing was echter een zogenaamde prudent planning voor een voorbereidende fase bij een mogelijke interventie. Er was op 11 oktober 2016 ook een planningscomité met als conclusie dat geen concreet voorstel voor actie kon worden voorgelegd, omdat de rapportage vanuit het rampgebied in Zuid-West-Haïti geen precies cijfermateriaal kon geven. Op 3 oktober 2016 al was er het concrete nieuws uit Haïti dat het niet noodzakelijk was een buitenlands medisch hulpteam te sturen. Er was geen vraag naar een medisch hulpteam. Mijnheer de voorzitter, ik wil een ander lid van B-FAST aanhalen. In Knack verklaarde dokter Gerlant van Berlaer, die u misschien kent, mijnheer Van der Maelen, dat de heisa ongegrond is. Het materiaal lag uiteraard klaar en ligt altijd klaar in een hangar van B-FAST in Peutie. Er stond inderdaad een team klaar, maar dat betekent niet dat het met pak en zak op de militaire luchthaven van Melsbroek stond. Paraat staan wil zeggen dat het nodige is gedaan om zich indien nodig op het werk te laten vervangen, aldus de heer van Berlaer. Haïti had 24 uur vóór de doortocht van de orkaan bij de Verenigde Naties preventief om hulp gevraagd, wat een primeur was in de urgentie. Die aanvraag is ook bij B-FAST terechtgekomen. Om te kunnen vertrekken, moest er echter nog een concrete vraag van Haïti komen, wat nooit is gebeurd. De normale procedure is dus gevolgd. Mijnheer de voorzitter, mijn slotwoord is voor mevrouw Bellens. Tijdens de vergadering van het comité met alle voor B-FAST bevoegde departementen deelde Ontwikkelingssamenwerking mee dat via de flexibele fondsen en het Wereldvoedselpro­gramma Ontwikkelingssamenwerking financiële middelen zal geven – er is dus beslist financiële middelen vrij te maken – voor de aankoop en verdeling van noodhulp. Bovendien kan binnen het budget Humanitaire Hulp van Ontwikkelings­samenwerking worden nagegaan of ongebruikte vastleggingen niet naar het project in Haïti kunnen worden afgeleid ten bate van de wederopbouw. Wij zullen de situatie nader opvolgen. Zonder een precieze vraag aan B-FAST zullen wij geen team sturen. Na een precieze vraag zal dat misschien mogelijk zijn. Wij kunnen intussen Haïti helpen via de internationale organisaties en rechtstreeks via ons humanitair fonds.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u64	[[09.05 Dirk Van der Maelen (sp.a):]] Mijnheer de minister, ik heb met openvallende mond naar u geluisterd. Het VN-mechanisme werd op 4 oktober in gang gezet. We wisten in Europa wat de noden in Haïti waren. Er is inderdaad een vergadering geweest met een prudent planning. Shelters, medische hulp en een waterbehandelingsinstallatie stonden klaar. Dat alles zou pas na 11 oktober kunnen vertrekken, nadat in de krant werd gemeld dat de Belgische hulp klaarstond, maar niet kon vertrekken wegens getouwtrek, vooral van uw departement. Het is een schande dat B-FAST met een heel goede reputatie wordt kapotgemaakt door bad governance, slecht bestuur vanuit de FOD Buitenlandse Zaken. Het is nu de tweede keer dat wij een mal figuur slaan. Mijn fractie zal in de discussies de stelling verdedigen dat, zoals voor binnenlandse rampen, waarbij de coördinatie bij de eerste minister ligt, ook voor buitenlandse rampen de coördinatie wordt weggehaald bij de FOD Buitenlandse Zaken en bij de eerste minister wordt gelegd. Het kan niet blijven duren dat mensen in nood in de wereld het slachtoffer zijn van Belgisch getouwtrek en van slecht bestuur van de FOD Buitenlandse Zaken.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u65	[[09.06 Rita Bellens (N-VA):]] Mijnheer de minister, ik dank u voor uw antwoord. Vooral belangrijk is dat de Haïtianen van heel de wereld, maar ook vanuit België, de hulp krijgen die zij verdienen. Ik zal niet de toon van mijn collega gebruiken, maar wat mij opvalt, is dat er de afgelopen dagen toch wel enige onduidelijkheid was over de werking. Vandaar opnieuw mijn vragen. Ik heb ze al na Nepal gesteld en ik zal ze blijven stellen. Wanneer krijgt de Kamer de externe audit en de interne evaluaties? Ik heb afgelopen zomer vernomen dat de regering akkoord ging met een audit, wat ik al in december had voorgesteld. Ik ben dus heel tevreden dat de regering mij gelijk geeft en hetzelfde besluit neemt. Ik ben in blijde verwachting van die documenten.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u66	[[09.07 Gwenaëlle Grovonius (PS):]] Monsieur le ministre, je vous remercie pour votre réponse, mais pas pour votre rapidité dans l'action qui a suivi cette catastrophe. Je le rappelle, le groupe PS continuera à défendre une structure qui soit publique, fédérale et multidisciplinaire pour B-FAST, n'en déplaise à mes collègues. Si des améliorations peuvent être apportées, évidemment, nous y sommes favorables, mais sa remise en cause pure et simple est inacceptable pour nous. Ici, monsieur le ministre, c'est notre action internationale d'urgence qui a été remise en cause, alors même que notre expertise est réelle dans le secteur. Mais surtout, mes chers collègues, aujourd'hui, nous choisissons de ne pas aider des populations qui souffrent. J'en appelle donc d'urgence à la transparence et à un sursaut de solidarité qui honorerait grandement notre pays. Il m'est en effet insupportable aujourd'hui de me dire que la Belgique part plus facilement en guerre qu'elle ne répond à l'impérative solidarité internationale face à de tels drames.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u67	[[10.01 Benoit Hellings (Ecolo-Groen):]] Monsieur le président, monsieur le ministre, chers collègues, avec Caterpillar et ING, ce gouvernement s'est rendu compte qu'il était incapable de protéger les travailleurs contre des multinationales rapaces. Le constat est terrible: vous n'avez rien pour mettre ces rapaces au pas et les renvoyer à la niche. Le CETA, c'est le cheval de Troie du TTIP, l'accord avec les États-Unis. C'est aussi, via le tribunal arbitral spécifiquement créé, taillé sur mesure pour les multinationales, une façon de donner les clés de l'Europe à ces mêmes multinationales. Aujourd'hui, Caterpillar et ING tuent nos jobs, les "Jobs! Jobs! Jobs!". Demain, Bayer et Monsanto utiliseront ce fameux International Court System (ICS) pour imposer in fine leur poison OGM, pesticides et autres dans nos champs, puis dans nos assiettes, pour ensuite nous vendre les médicaments qui pourront lutter contre les maladies qu'ils ont eux-mêmes créées. Pour amadouer certains États, certaines régions ou proto-États, les partenaires de ce traité ont créé une déclaration interprétative qui s'avère, aux yeux de nombreux juristes, être "un cache-sexe du libre-échangisme". Alors vous avez un problème. Des résolutions ont été votées hier au sein de la Fédération Wallonie-Bruxelles et d'autres le seront prochainement au parlement wallon. Des velléités similaires sont exprimées au sein des parlements bruxellois et germanophone, où siègent des libéraux, pour empêcher les gouvernements de vous donner de pouvoir signer le CETA, le 27 octobre prochain, lors du sommet Europe-Canada. Signerez-vous le CETA au nom de la Belgique et de ses entités fédérées? Avant cela, quel sera le vote que la Belgique émettra en Conseil le 18 octobre prochain lorsque cette question du CETA reviendra sur la table de l'Union européenne?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u68	[[10.02 Sarah Claerhout (CD&V):]] Mijnheer de voorzitter, mijnheer de minister, een aantal Belgische deelparlementen blokkeren op dit moment het CETA. Onze eerste minister krijgt op die manier niet de toelating om namens ons land het akkoord tussen de EU en Canada te ondertekenen. Nochtans, sinds 2009, met een stevig mandaat van onder andere de PS, onderhandelt de Europese Commissie met Canada over dat handelsakkoord. Waar gaat het over? Voor België, met zijn open economie en het belang van de export, is het CETA belangrijk. Dat was zo in 2009 bij het verlenen van het mandaat, en dat is nog steeds zo. Het gaat om kansen voor onze bedrijven in Canada, onder andere mededinging bij openbare aanbestedingen. Het gaat ook om het wegwerken van douanetarieven. Het gaat om economische groei en jobs. Het gaat in essentie over onze welvaart. Denk bijvoorbeeld aan het verdrag van de EU met Zuid-Korea. Dat is nu vijf jaar van kracht, en de export steeg met 55 %. Het is terecht dat een hele reeks organisaties en ngo’s de voorbije jaren heel wat bezorgdheden hebben geuit inzake internationale verdragen, ook inzake het CETA. Deze bezorgdheden worden ook ernstig genomen, zowel door de Europese Commissie als door Canada. Wij zien bijvoorbeeld dat er voor de geschillenbeslechting een nieuw, versterkt systeem is uitgewerkt. Wij zien ook dat Canada door dit akkoord is overgegaan tot het ratificeren van ontbrekende IAO-akkoorden. Hier is belangrijk werk geleverd door het middenveld, en het had resultaat. Maar het Brusselse en het Waalse Parlement roepen nu hun regeringen op om het akkoord met Canada niet te ondertekenen. Dit radicaal standpunt tegen vrijhandel plaatst ons land op Europees en internationaal vlak in een uiterst moeilijke positie. Ons land wordt zo een struikelblok voor het Europees handelsbeleid. Mijnheer de minister, voldoet het akkoord volgens u aan het mandaat dat aan de Europese Commissie verleend werd? Indien de eerste minister het niet kan ondertekenen, wat zijn de implicaties daarvan voor Vlaanderen, België en de Europese Unie? De geloofwaardigheid van ons land staat hier op het spel, niet alleen ten opzichte van Canada, maar ook ten opzichte van de Europese partners en ten opzichte van toekomstige handelspartners. Hebt u ter zake reeds reacties ontvangen? Wat is uw reactie daarop?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u69	[[10.03 Tim Vandenput (Open Vld):]] Mijnheer de voorzitter, mijnheer de minister, op 27 oktober wordt normaal gesproken het akkoord tussen Canada en de EU ondertekend. Het is goed om te zien dat het onderhandelingsmandaat, dat in 2009 en 2011 ook door de PS en het cdH werd gegeven, volledig zal worden gerespecteerd. Dat verdrag heeft, zoals de voorgaande spreekster al zei, alleen maar voordelen voor ons. Zo worden de douanetarieven geschrapt, wat goed is voor 500 miljoen euro aan besparingen voor de exporteurs. Er kan bovendien meegedongen worden naar overheidsopdrachten in Canada, wat goed is voor een open economie als de onze. Enkele deelstaten in ons land lijken er echter inderdaad op gebrand te zijn om dat proces te blokkeren en om België internationaal voor schut te zetten. Anders dan hun kameraden in Frankrijk en Duitsland, zijn de socialisten in ons land tegen de ondertekening van dat verdrag. Ik ga nog verder, want zelfs de communisten van Syriza in Griekenland zijn voorstanders van de ondertekening van het CETA. Liever dan dat te erkennen en hun bezorgdheden toe te geven, blokkeren de socialisten het handelsbeleid van heel de Europese Unie. De Commissie had op voorhand gevraagd om de bezorgdheden door te geven, maar de Waalse regering heeft nagelaten om dat te doen. Na de sabotage van de deal tussen bpost en PostNL is het nu heel duidelijk dat de PS, en bij uitbreiding de socialisten, kiezen voor een verrottingsstrategie. Zij saboteren de economie. Terwijl de Waalse regering wapens blijft leveren dat het een lieve lust is aan Saudi-Arabië, maakt zij zich in het geval van Canada zorgen over het respecteren van de mensenrechten. Wel, collega’s, ik noem dat pure hypocrisie. Canada is een land dat de mensenrechten heel hoog in het vaandel draagt, even hoog als de Europese Unie. Mijnheer de minister, als België het verdrag niet ondertekent, welke impact zal dat dan hebben? Ziet u een manier om alsnog een Belgische handtekening onder dat verdrag te zetten?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u70	[[10.04 Gwenaëlle Grovonius (PS):]] Monsieur le président, monsieur le ministre, certes le Canada est un partenaire important de la Belgique et de l'Union européenne. Il s'agit même d'un pays ami. Mais ce n'est pas pour autant que nous ne devons pas être vigilants. Monsieur Vandeput, l'opposition du PS à cet accord n'est ni un signe d'euroscepticisme, ni la manifestation d'une certaine méfiance à l'égard du Canada. En revanche, notre volonté est de préserver notre modèle socioéconomique, nos emplois …
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u71	[[10.05 Richard Miller (MR):]] (…)
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u72	[[10.06 Laurette Onkelinx (PS):]] Attention, vous allez perdre votre réputation de libéral social! Pieds et poings liés aux multinationales …
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u73	[[Le président:]] Veuillez poursuivre votre intervention, madame Govonius.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u74	[[10.07 Gwenaëlle Grovonius (PS):]] Je disais donc que nous voulons préserver notre modèle socioéconomique, nos emplois ainsi que nos normes sociales et environnementales. Malheureusement, la déclaration interprétative jointe au CETA ne change rien au texte qui nous est proposé. Monsieur Vandenput, monsieur Miller, le problème réside dans le fait qu'aujourd'hui, nous nous trouvons face aux positions dogmatiques du MR et de l'Open-Vld qui considèrent que le libre-échange est bon en soi, qu'il est un remède à tous les maux. Monsieur Miller, expliquez-moi pourquoi, aujourd'hui, 1 % de la population possède plus de 50 % des richesses? Expliquez-moi pourquoi les multinationales telles que Caterpillar agissent comme elles le font aujourd'hui? Par ailleurs, je vous reproche d'avoir une position, par nature, totalement imprudente. Votre leitmotiv consiste à dire qu'il faut signer ce traité et que ce n'est pas grave s'il doit avoir des conséquences malheureuses, que nous y reviendrons par la suite. Mais une fois que cet accord sera signé, monsieur Miller, il sera trop tard.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u75	[[10.08 Laurette Onkelinx (PS):]] Évidemment!
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u76	[[10.09 Gwenaëlle Grovonius (PS):]] Le PS s'insurge contre votre position. En revanche, il est très fier de la position adoptée par le parlement de la Fédération Wallonie-Bruxelles et du veto de ce dernier, veto que je vous demande d'ailleurs, monsieur le ministre, de relayer sans la moindre ambiguïté. [[(Contestations sur les bancs du MR)]]
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u77	Je comprends que cela vous énerve un peu.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u78	[[Le président:]] Madame Grovonius, je vous invite à poser vos questions.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u79	[[10.10 Gwenaëlle Grovonius (PS):]] Monsieur le ministre, quelle position défendrez-vous au nom de la Belgique lors du prochain Conseil européen, suite à ce vote au niveau du parlement de la Fédération Wallonie-Bruxelles? Quelles conséquences la position belge entraînera-t-elle dans les suites de la procédure pour le CETA et quelles seront les conséquences pour les négociations au niveau du TTIP?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u80	[[10.11 Dirk Van der Maelen (sp.a):]] Mijnheer de voorzitter, mijnheer de minister van Buitenlandse Zaken, CETA is een voorbode van het TTIP-debat dat wij zullen voeren. Dit is, we moeten dat erkennen, een zwaar politiek en ideologisch geladen debat. De vaststelling die mijn collega’s van de PS, Groen en ikzelf maken, is dat de neoliberale globalisering, waarin de totale vrijhandel een belangrijke rol speelt, tot zeer grote problemen leidt. Niet toevallig is zowat overal in Europa de bevolking van oordeel dat die neoliberale globalisering… De impact op onze samenleving en de groeiende ongelijkheid waarnaar mijn collega verwees is juist, maar er is vandaag ook een gemeenschappelijk persbericht van de drie liberale mutualiteiten, waarin staat dat het niet kan dat de mutualiteiten in België met private instellingen in concurrentie moeten treden. De vakbonden wijzen erop dat de multinationals nu al veel te veel macht hebben. Collega’s, herinnert u zich nog de sjoemelsoftware, de impact van Volkswagen en andere grote multinationals op de regelgeving? CETA en TTIP gaan meer macht aan de multinationals geven. Er komt een regelgevend orgaan waarin de multinationals vertegenwoordigd zullen zijn en waarin elke lidstaat die TTIP of CETA ondertekent, zijn eigen regelgeving aan die multinationals ter goedkeuring moet voorleggen. Als die multinationals dan hun zin niet krijgen, zullen zij naar een aparte rechtbank kunnen gaan. Niet om zich te verdedigen tegen onteigening, zoals de heer De Gucht zegt. Het is nogal evident dat dit niet kan. Wij hebben voldoende vertrouwen in het Amerikaanse en het Europese rechtssysteem om te weten dat dit soort van zaken tot het verleden behoort, maar ze zullen zelf regelgeving die hen niet aanstaat kunnen aanvallen. Er zijn voorbeelden gekend. Ik denk aan een Frans voorbeeld: Veolia heeft Egypte aangevallen omdat Egypte het aangedurfd heeft om in een minimumloon voor zijn arbeiders te voorzien. Dat minimumloon zou de winst van het bedrijf aantasten. Daar wilt u, de rechtse meerderheid, naartoe. Daarmee is progressief Vlaanderen, progressief België, het helemaal niet eens. Ik roep de Brusselse en de Waalse regering op om het been stijf te houden. Ik ben blij dat ik aan de kant sta van Guy Vanhengel, mijnheer Vandenput.
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u81	[[10.12 Marco Van Hees (PTB-GO!):]] Monsieur le ministre, nous n'aurons pas le temps aujourd'hui de refaire tout le débat sur le CETA et le TTIP. Nous avons encore eu la confirmation aujourd'hui que les amis des multinationales défendent ces traités; ce n'est pas très étonnant. On constate aussi une opposition citoyenne grandissante à ces traités. Comme on l'a vu dans l'affaire Caterpillar, des inquiétudes existent. Les syndicalistes de Caterpillar eux-mêmes nous disent de rejeter ce traité, parce qu'il donnera encore davantage d'arguments aux multinationales pour mener demain des politiques comme celle de Caterpillar. Nous savons tout cela. Il ne s'agit pas de déclarations interprétatives qui changent fondamentalement les choses. Je cite le responsable de Greenpeace selon lequel "ces déclarations interprétatives ont autant de valeur juridique qu'un catalogue de vacances". Certains événements récents m'inquiètent, monsieur le ministre. J'entends dire que l'Union européenne, et notamment la Commission européenne, exercent des pressions sur la Wallonie pour que le CETA soit accepté. Je vous pose la question. Qu'en est-il? Je lis dans la presse que David Lametti, le vice-ministre canadien du Commerce, met en garde la Wallonie et le Parlement wallon. Il leur dit: "Nous sommes amis, continuons à travailler ensemble. Si vous refusez ce texte, il y aura des conséquences." Ce genre de menace est-il acceptable? Est-ce normal dans un jeu démocratique? Enfin, quelles conséquences aura la position des entités fédérées qui vont à l'encontre du CETA ou le rejettent sur la position de la Belgique et sur celle de l'Union européenne?
ParlaMint-BE_2016-10-13-54-plenair-ip130x.u82	[[10.13 Minister Didier Reynders:]] Mevrouw Claerhout, mijnheer Vandenput, eerst en vooral steunt de federale regering CETA. Dat is klaar en duidelijk. Onder de twee vorige regeringen in 2009 en in 2011 was er een nieuwe regeling voor de investeringen met een specifiek mandaat. Wij menen dat dit akkoord niet alleen conform het mandaat is, het gaat zelfs verder in een betere richting. Zo zijn er bijvoorbeeld, wat de investeringen betreft, echte rechters, benoemd door de twee partijen, en niet door de multinationals zoals ik heb gehoord. Die rechters zijn publiek en dat is echt nieuw. CETA is een zeer goede zaak. Volgens mij is het de beste garantie om geen slecht akkoord meer te hebben. Wij gaan verder met de sociale normen, met de milieunormen en met een mogelijke regeling voor de investeringen dan in alle andere akkoorden. Het is dus de beste garantie om geen slecht TTIP te hebben. Dat is het zeker en vast. Wat de situatie in andere landen betreft, er is ongelooflijke steun van de Franse regering. Zij vragen zo vlug mogelijk de inwerkingtreding van dit akkoord. Hetzelfde geldt voor de Italiaanse regering. In Duitsland waren er enkele besprekingen en nu is er echte steun van de SPD bijvoorbeeld. Op Europees vlak is het dus niet alleen uw partij, mevrouw Claerhout, of niet alleen uw partij, mijnheer Vandenput, maar ook de socialistische partij die voor CETA is. Nu krijg ik van mijn socialistische collega’s de vraag hoe het mogelijk is dat we zoiets zien in België. Dat is klaar en duidelijk. Ik ben een van de zes ministers van Buitenlandse Zaken van de zes stichtende landen van de Europese Unie. Ik vergader met mijn vijf socialistische collega’s en zij zijn allen voor CETA. Ik ben de liberaal die daar moet zeggen dat we in België een probleem hebben met verschillende deelstaten. Je réponds très simplement à M. Hellings et à Mme Grovonius: je verrai probablement lundi quelle sera la position adoptée par la Belgique parce que je suis respectueux des procédures. Lundi, une concertation avec les différents gouvernements aura lieu. Vous le savez, la responsabilité de signer est dans les mains des gouvernements. Les parlements ont évidemment le droit de voter des résolutions, d'influer sur le cours des événements, mais le choix de décider, de signer ou non, appartient aux exécutifs. Il ne faut pas se cacher derrière ses responsabilités, derrière un paravent. Ce sont les exécutifs qui signent, les parlements, ensuite, ratifient ou non. Ici, bien entendu, on préfère ne pas prendre cette responsabilité! Nous verrons bien… Sur le fond, le Canada est le pays, hors Union européenne, le plus proche de nous, en ce qui concerne l'ensemble des normes que vous évoquez. Quand je dis le plus proche de nous, je ne dis même pas le plus proche de l'Union européenne. Il y a des pays dans l'Union européenne qui protègent moins bien leurs services publics que ne le fait le Canada. Il y a des pays dans l'Union européenne qui appliquent des normes sociales et environnementales moins favorables que ne le fait le Canada. Dans ce contexte-là, que celles et ceux qui vont envisager de refuser de signer cet accord se rendent compte qu'ils vont nous placer dans une situation d'isolement complet en Europe. Nous pouvons crier ici mais nous sommes seuls en Europe, sur le sujet, face à cette démarche de quelques parlements régionaux et communautaires. Si nous ne signons pas avec le Canada, avec qui d'autre sera-t-il encore possible de signer? Lorsque nous devrons négocier avec la Grande-Bretagne qui sera sortie de l'Union européenne, que pourrons-nous accepter, si nous n'acceptons pas le Canada? Le Vietnam a été négocié; nous allons devoir signer. Pensez-vous qu'il vaut mieux aller devant les tribunaux vietnamiens, si nous avons un conflit d'une entreprise belge au Vietnam ou aller devant une juridiction dont les magistrats publics sont désignés des deux côtés par l'Union européenne et par le Vietnam? Et puis – je sais que, cette semaine, beaucoup ont été très sensibles à cette situation –, nous tentons de conclure avec la Tunisie. Nous allons pouvoir signer un accord avec elle en fonction des normes sociales et environnementales pratiquées dans le pays. Je le répète, si nous ne concluons pas avec le Canada, je ne sais pas avec qui nous pourrons encore le faire. Le CETA représente le meilleur accord commercial que l'Union européenne ait jamais conclu depuis qu'elle conclut des accords. Je regrette que, pour des raisons que je pense peu liées à la nature même du CETA, plusieurs formations politiques belges aient changé d'avis.
