ParlaMint-BE_2015-12-18-54-plenair-ip091x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u32	[[01.29 Hendrik Bogaert (CD&V):]] Weerleg wat ik nu zeg. U hebt toch gehoord wat ik heb gezegd. Om het samen te vatten: de PS gaat akkoord met de verlaging inzake de eerste aanwerving, maar niet met de verlaging van de werkgeversbijdrage. Dat is de waarheid die u probeert te verstoppen. Dat is de waarheid. Lees het verslag. U moet zich niet zo opwinden, ik lees het verslag voor. U hebt binnen de socialistische familie meningsverschillen over de taxshift.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u33	[[01.30 Frédéric Daerden (PS):]] Monsieur Bogaert, vous m'avez cité. Dès lors, je me permets de réagir. Je vous demanderai de soit lire l'ensemble du compte rendu de la commission, soit d'y venir vu que la matière vous intéresse beaucoup. Surtout, je pense que vous auriez mieux fait de bien écouter les propos de ma cheffe de groupe voici un instant. Elle a clairement dit que nous n'étions pas opposés à une diminution des cotisations sociales mais que nous étions opposés à la manière dont vous la faites. C'est simplement cela. Alors, n'essayez pas de nous opposer, ne mélangez pas tout! Soyez simplement rigoureux dans l'écoute et dans l'analyse de nos propos.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u34	[[01.31 Ahmed Laaouej (PS):]] M. Bogaert a connu depuis le début de la session parlementaire une forme de léthargie, c'est vrai! Puis, on le voit réapparaître à l'occasion des travaux budgétaires et fiscaux. Le problème, c'est que son sommeil a été tellement long qu'il est un peu confus, un peu comme au réveil! Monsieur Bogaert, je suis prêt à entendre tous les arguments pour autant qu'ils aient un minimum de sérieux. Je ne doute pas que vous soyez un homme sérieux mais là, pour le moment, vous racontez, à mon avis, un peu n'importe quoi! Autre point, ce sont les objectifs poursuivis par votre réforme fiscale. Je le répète, je conteste que la diminution des cotisations patronales fasse partie d'un tax shift. Que du contraire! Les gens vont la payer. Pour qu'une réforme fiscale soit juste, il faut en tout cas qu'elle puisse répondre à deux grands paramètres: la progressivité et la redistribution. Car il ne suffit pas de faire une réforme fiscale, il faut aussi se dire qu'avec cette réforme fiscale, on va essayer d'améliorer le quotidien de la majorité de la population. Le problème, monsieur le ministre des Finances, c'est que depuis plusieurs semaines maintenant, nous vous demandons de nous fournir des tableaux mesurant les effets sur la progressivité et la redistribution. La progressivité, c'est qu'à mesure que le revenu augmente, le rapport entre l'impôt et le revenu augmente lui aussi. La redistribution, c'est de comparer la distribution des revenus avant impôt et après impôt et d'observer une diminution des inégalités de distribution des revenus après l'application des impôts. À ce stade, nous n'avons pas ces tableaux. Cela signifie que vous naviguez à vue, et nous aussi. Car pour pouvoir faire ce genre d'estimations, il faut disposer des outils que l'administration fiscale a en sa possession. Ces tableaux doivent évidemment ne pas uniquement intégrer les réductions d'impôt sur les revenus du travail. On pourrait imaginer que l'augmentation des frais forfaitaires et le relèvement de la quotité exemptée, et peut-être l'élargissement de la tranche du barème (mais c'est un peu plus ambigu) pourraient peut-être avoir un effet positif sur la progressivité. Peut-être. Par contre, il y a l'augmentation de la TVA sur l'électricité. Il y a l'augmentation des accises. Ce sont par nature des impôts régressifs, pour lesquels on constate qu'à mesure que le revenu augmente, le rapport entre l'impôt et le revenu diminue. Cela signifie que vous avez certains effets qui peuvent être positifs pour la progressivité, mais d'autres effets qui peuvent être négatifs. L'intégration de l'ensemble de ces données dans un simulateur, celui que possède votre administration fiscale, nous aurait permis d'y voir un peu plus clair. Malheureusement, nous ne l'avons pas, si bien que lorsque l'on vous dit "attention, il faut tout prendre en considération", vous nous dites "mais pas du tout, regardez, avec ma réforme fiscale, les gens vont avoir droit à 20, 30, 40 euros." Non, il faut avoir une vision d'ensemble. Sans oublier le saut d'index. J'espère que nous pourrons disposer de ce chiffrage le plus rapidement possible, mais cela jette évidemment sur vos déclarations une ombre, un doute en tout cas, parce que nous ne savons pas aujourd'hui quels sont les effets précis de votre réforme fiscale sur la progressivité et la redistribution. C'est un vrai problème en termes de politique fiscale. Chaque fois que des mesures ont été décidées ces quinze dernières années, il y a toujours eu une mesure sur la progressivité et la redistribution. Malheureusement, ce n'est pas le cas cette fois-ci. Passons rapidement en revue les différentes mesures de votre tax shift. On a parlé abondamment de la TVA sur l'électricité. Je rappelle le débat que nous avons eu avec M. Bacquelaine, mais sans insister puisqu'il n'est pas présent. On nous dit que l'augmentation de TVA sur l'électricité de 6 à 21 % sera notamment corrigée par des réductions d'impôt. Sauf que les pensionnés ne profitent pas pleinement de vos réductions d'impôt car ils ne sont pas actifs et que certaines de vos mesures ne sont ciblées que sur les actifs. Par ailleurs, les pensionnés ont eu un saut d'index. Qu'est-ce qui compense la perte de revenu disponible due à l'augmentation de la facture d'électricité pour les pensionnés? Je ne vois rien dans la politique que vous menez, raison pour laquelle il y a lieu de s'inquiéter. J'ai aussi dit que, s'agissant de la TVA, elle allait avoir un effet négatif sur la progressivité des prélèvements obligatoires. Je passe sur la TVA sur la chirurgie esthétique. Nous vous avons dit que nous avions quelques inquiétudes quant à la problématique de la chirurgie esthétique réparatrice. Vous avez apporté un certain nombre de réponses mais nous vous demandons de continuer à être vigilants. Il y a des situations dramatiques qui nécessitent qu'on puisse avoir accès à ce genre de soins, qui sont indispensables pour permettre aux gens de retrouver une dignité soit en raison d'une maladie, soit en raison d'un accident, soit en raison des aléas de la naissance. Le relèvement des accises sur le diesel, on en parle très peu. Selon nos calculs, pour quelqu'un qui utilise sa voiture pour aller travailler tous les jours et qui a un lieu de travail relativement éloigné de son domicile, cela pourrait représenter jusqu'à 300 euros par an. Tout le monde ne devra pas payer cette somme mais nombreux sont ceux qui utilisent leur voiture pour aller travailler et vous conviendrez avec moi qu'il y a là aussi une augmentation impressionnante de cette taxe sur la consommation, qui présente aussi l'inconvénient d'être injuste dans sa nature. On a abondamment parlé de la taxe soda. Vous misez sur un changement de comportement des consommateurs, avec une espèce de paternalisme. Je crains que cette taxe ne soit payée par des familles avec beaucoup d'enfants. Là aussi, il nous faudra vérifier. Toujours dans le registre des hausses d'impôt, j'ai séparé, dans mon exposé, les taxes que l'on augmente et les impôts que l'on réduit. La taxe sur la spéculation porte sur 34 millions d'euros. Je ne referai pas le débat qui s'est tenu en commission des Finances. Cette taxe a deux défauts. Le premier est de l'avoir limitée aux opérations qui ont lieu endéans les six mois. Que se passera-t-il si les gens vendent à six mois et un jour? Il y a là un vrai problème. Je peux vous fournir un tableau comparatif, sur le plan international, des différents régimes de taxation des plus-values. Dans certains régimes, la prise en considération de la temporalité existe, et, dans ce cas, elle est uniquement considérée pour moduler le taux. Parallèlement existe une taxation de principe. Certains pays ont une approche un peu différente et taxent le volume de plus-values réalisées en une année. Ils modulent le taux ou considèrent qu'il y a exonération. Quant à vous, vous fixez un taux, vous taxez en deçà de six mois et ne taxez pas au-delà de six mois. Vous créez ce que l'on appelle un effet de seuil. Cela risque de vous faire perdre l'essentiel de votre recette. Je crois que vous n'avez pas pris le problème à bras-le-corps. Il me semble qu'il y a là matière à rectification. Dans le cas de la taxe Caïman, vous avez eu la lucidité de comprendre que celle-ci n'allait pas rapporter tout ce que vous aviez programmé, car ici ou là subsistaient des échappatoires. Faites la même chose avec la taxe sur la spéculation. Je sais qu'il y a des résistances au sein de certains groupes socioéconomiques, et auprès de certains lobbies, on peut le comprendre. Cependant vous n'avez pas les mêmes scrupules lorsqu'il s'agit d'augmenter la TVA ou les accises. Ni lorsqu'il s'agit de vous en prendre à certains droits sociaux. Est-ce à dire que les millions de travailleurs doivent être moins entendus qu'un quarteron de spéculateurs qui craignent qu'on leur prélève un peu d'impôt? M. Cheron nous rappellera qu'un quarteron ne signifie pas "quatre". En même temps, monsieur Cheron, je n'ai pas la même physionomie que le général de Gaulle, et je n'ai pas cette ambition. Je pense que M. Cheron a une contribution importante à apporter au débat. C'est la fin de l'année et le conseil ne sera peut-être pas inutile. Je vous en prie, monsieur Cheron.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u35	[[01.32 Marcel Cheron (Ecolo-Groen):]] "Quarteron" est, d'abord, une mesure de vin. C'est aussi une expression reprise par le général de Gaulle pour désigner des généraux rebelles en Algérie: il parla plus exactement "d'un quarteron de généraux en retraite". Je ne sais pas si cela vous est utile pour le tax shift, mais vous pourriez peut-être l'utiliser.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u36	[[01.33 Ahmed Laaouej (PS):]] Je me fais fort de placer votre remarque dans mon exposé. Je vais essayer d'en trouver une utilité! En ce qui concerne la taxe Caïman, nous sommes confrontés à une difficulté. L'opposition a montré qu'elle pouvait être constructive. L'avis du Conseil d'État vient d'arriver, il est à la traduction. La question se pose néanmoins déjà de savoir comment nous allons organiser les travaux. Mme Onkelinx, notre cheffe de groupe, a clairement affiché sa volonté d'aboutir en Conférence des présidents. Mais il y avait cette hypothèque de l'avis du Conseil d'État. Je ne peux préjuger de son contenu. Je reste dans un esprit constructif et n'exclut pas la possibilité d'aboutir à un vote aujourd'hui, après concertation. Je ne peux affiner mon analyse sans disposer de tous les éléments. Nous nous réjouissons de cette taxe. Je rappelle que c'est M. Crombez qui avait déposé un projet de loi similaire, d'ailleurs recalé par l'aile droite du gouvernement Di Rupo. Finalement vous avez trouvé que c'était une bonne idée et l'avez reprise à votre compte. La modification que vous y avez apportée restreignait le champ d'application. Vous l'avez étendu. On ne peut que s'en féliciter, mais que de temps perdu. A propos du relèvement du précompte mobilier de 25 à 27 %, vous refaites un peu de financement alternatif. Cela ne va pas compenser ce que vous allez chercher en réduction de cotisations sociales patronales. Quelques centaines de milliers d'euros ne vont pas compenser le déficit de financement de sécurité sociale. À la différence de ce que nous avons fait lors des précédents gouvernements, vous ne renforcez pas vraiment le financement alternatif. Je déplore que l'on touche au prêt citoyen. Je ne sais plus qui, parmi les ministres des Finances CD&V, M. Vanackere ou M. Geens, avait initié le projet. Par contre, je sais que c'est M. Geens qui l'avait finalisé et qui avait prévu une modalité avantageuse au niveau du précompte mobilier. Je ne comprends donc pas pourquoi le groupe CD&V a laissé passer une augmentation de la taxation des revenus tirés des prêts citoyens alors qu'il s'agissait d'une bonne idée que l'on avait concrétisée ensemble, l'objectif étant d'essayer de réorienter les finances vers les besoins fondamentaux d'intérêt général. C'est réellement dommage. Je ne comprends pas pourquoi cette mesure est adoptée. Je ne suis d'ailleurs pas sûr qu'elle rapportera beaucoup d'argent dans les caisses de l'État. Pour ce qui concerne les baisses de l'IPP, on peut saluer le relèvement des frais forfaitaires. Vous revoyez les taux. Vous remontez le plafond. C'est très bien! Ces mesures contribueront directement à l'augmentation du revenu disponible des travailleurs. Le principe du relèvement de la quotité exemptée est louable. Cependant, je mettrai deux bémols importants. Le premier a trait au fait que vous ne ciblez pas la mesure en fonction du niveau de revenu. En effet, si vous revoyez le plafond à la hausse pour la quotité majorée, vous n'avez pas tenu compte du fait qu'une personne qui gagne, par exemple, 1 million d'euros, voire 500 000, 400 000 euros, ou que sais-je, n'en a peut-être pas besoin. Il me semble donc qu'en la matière, vous auriez pu un peu mieux cibler et utiliser l'argent dégagé pour renforcer la mesure. Voilà ce que vous auriez dû faire. Ce que vous allez faire, c'est ni plus ni moins renforcer la capacité d'épargne d'un certain nombre de personnes qui, au regard de leur revenu, n'en ont pas besoin. Je ne reviendrai pas sur le problème des pensionnés. Je renvoie aux longs échanges que nous avons eus en commission des Finances. Toutefois, vous faites le choix assumé de neutraliser l'avantage fiscal qui ressort du relèvement de la quotité exemptée en diminuant la réduction d'impôt sur le revenu de remplacement. C'est un choix que vous faites, mais je ne le comprends pas à partir du moment où les pensionnés paient aussi des impôts indirects tels que la TVA sur l'électricité que vous avez augmentée. Vous vous êtes servis de deux arguments à cette fin. Le premier consiste à dire que vous alliez cibler les actifs et les revenus du travail au sens strict du terme. Selon moi, les revenus de remplacement ont aussi un caractère professionnel. Au demeurant, le Code des impôts les range dans cette catégorie. Le second revient à soutenir que les pensionnés ne paient pas d'impôt, puisqu'ils bénéficient de la réduction fiscale pour les revenus inférieurs à 15 200 euros – j'arrondis. Ce raisonnement ne tient pas la route. Il aurait pu être valable si vous n'aviez pas mis les pensionnés à contribution à travers le saut d'index ou la TVA sur l'électricité. Ils méritaient donc une réduction d'impôt. Vous n'auriez pas dû opter pour la réduction fiscale sur les revenus de remplacement. À cet égard, je serais curieux de savoir à combien se chiffre le gain que vous retirez de cette neutralisation de la réduction d'impôt sur les revenus de remplacement. Cela étant, nous en avons déjà abondamment parlé en commission des Finances. C'est un sujet à part entière. Monsieur le ministre, il me semble que nous devons en débattre pour voir si cette décision se justifie, non seulement d'un point de vue politique, mais également sur le plan d'une justice fiscale élémentaire.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u37	[[01.34 Veerle Wouters (N-VA):]] Mijnheer Laaouej, ik wil u er, ten eerste, toch op attent maken dat in 2008, toen uw partij zelf aan het roer stond, de belastingvrije som werd verhoogd en dat uw partij ook in een compensatie heeft voorzien en het voordeel van de gepensioneerden verminderd heeft. Ik vind het dus wel straf dat u ons iets verwijt wat uw partij zelf in 2008 gedaan heeft. Ten tweede, het is juist dat de pensioenen zeer laag zijn, de laagste pensioenen in Europa. Onze regering heeft zich zeker en vast ertoe geëngageerd om de komende jaren vooral in te zetten op maatregelen in verband met de laagste pensioenen, opdat de betrokkenen een hoger pensioen krijgen. Wij hebben ook gezegd dat wij de welvaartsenveloppe ten volle zullen benutten om daaraan tegemoet te komen. Daarnaast verdwijnt de schijf van 30 % en dat komt ook ten goede van de gepensioneerden. De pensioenen zijn laag en een gepensioneerde met een laag pensioen wil graag bijverdienen. Degenen die er goed voorstaan, kunnen meestal rekenen op allerhande constructies en vennootschappen, waar ze na hun pensioen nog kunnen gaan werken of die ze kunnen liquideren. Onze maatregelen zijn precies bedoeld voor personen met een klein pensioen die heel graag wat zouden bijverdienen. Tot nu toe is het sop de kool niet waard voor een gepensioneerde die een paar uurtjes bijverdient; hij betaalt meer dan wat hij eruit haalt. Daaraan willen wij iets doen. Alle stappen die hier genomen worden met onder andere de afschaffing van de schijf van 30 % en de verschuiving in de schijven, zullen daartoe wel bijdragen. Voor de lage pensioenen zijn wij niet verantwoordelijk en wij willen die zeker en vast optrekken. Ik vind uw betoog niet eerlijk, want ook nu haalt u één kleine maatregel uit een volledig pakket van de taxshift die voor een doelgroep een probleem is. Ik wil u er nogmaals aan herinneren dat in 2008 uw partij op dezelfde manier heeft gewerkt.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u38	[[01.35 Ahmed Laaouej (PS):]] Madame Wouters, je vous rappelle qu'à l'initiative du groupe PS et du groupe sp.a, cette assemblée a voté une loi qui augmente la réduction d'impôt pour les pensionnés, afin d'éviter l'effet pervers suivant: lorsqu'ils bénéficiaient d'une augmentation en provenance de l'enveloppe bien-être, ils en arrivaient à voir cette augmentation complètement neutralisée, absorbée par une hausse de leurs impôts. Aussi, ne reprochez pas au Parti Socialiste des choses qu'il règle par des initiatives parlementaires! Il y a une différence. On peut très bien imaginer, si on veut cibler une mesure fiscale sur les actifs, de la neutraliser pour certains revenus de remplacement. La différence entre 2008 et aujourd'hui, c'est qu'en 2008, on n'a pas pratiqué de saut d'index sur les pensions. On n'a pas augmenté la TVA sur l'électricité. Voilà la différence, madame Wouters! Quant au problème de la tranche à 30 %, je vous ferai parvenir des tableaux, qui vous montrent que, hélas, la plupart des pensionnés n'y auront pas droit; en effet, les pensionnés bénéficiant d'un revenu inférieur à 15 200 euros ne payent déjà pas l'impôt. Ils ne profiteront pas de cet élargissement qui profitera, par contre à une petite partie des pensionnés bénéficiant d'une pension moyenne. Ce débat, nous l'avons tenu en commission des Finances. Je suis, bien entendu, disposé à poursuivre la discussion. Si vous en êtes d'accord, en considérant que vous avez commis une erreur, nous sommes tout à fait prêts à soutenir une initiative législative. Le projet présente néanmoins quelques aspects positifs. En ce qui concerne la déduction pour investissements, vous la doublez. Cela traduit le fait que l'on va désormais s'intéresser non plus aux ressources d'une entreprise mais à l'usage qu'elle en fait et ainsi, plutôt que de travailler sur le passif du bilan, travailler sur l'actif du bilan. C'est une très bonne décision! Vous ciblez les PME. Vous avez raison de le faire! Ces mesures ne devraient pas coûter très cher. Dans le cadre d'une réforme fiscale intelligente à l'impôt des sociétés, on pourrait aller chercher des moyens sur certaines niches fiscales, qui profitent finalement de manière injuste, par leur effet d'aubaine, aux grandes entreprises, sans que cela ne crée de l'emploi, de l'investissement, pour les réinjecter dans les PME. Pour ce faire, vous avez un outil: la déduction pour investissement qui par ailleurs ne développe pas de la bureaucratie. En effet, les gens remplissent un formulaire, le 276K de mémoire. Ils y précisent l'investissement qu'ils ont fait. Cela doit être un investissement neuf et non d'occasion. Ils inscrivent le montant, ils appliquent le taux et ils obtiennent ce qu'ils peuvent déduire. Le fonctionnaire de l'administration fiscale vient une fois par an ou tous les deux ou trois ans, pour vérifier l'investissement. Il donne ensuite son aval et les gens ont leur déduction d'impôt. Ce sont des démarches qui se font très facilement à l'occasion d'un contrôle fiscal. M. Piedboeuf ne me contredira pas. Je crois qu'il s'agit là d'un point très positif et qui mérite d'être salué. De la même manière, grâce aux mesures des précédents gouvernements, on a augmenté de manière assez significative notre part de recherche et développement en rapport avec le PIB. Ce sont de petits pourcentages mais en rapport avec le PIB, c'est significatif. Il faut souligner cette augmentation. Nous nous réjouissons aussi de voir augmenter la déduction majorée pour haute technologie. Pourquoi? Parce qu'il est là le vrai problème de la compétitivité. Ce n'est pas en asphyxiant les travailleurs par des réductions de salaire, des sauts d'index, etc. que vous allez y arriver. C'est l'amélioration de la qualité de notre économie qui nous permettra de pouvoir renforcer notre exportation, sans oublier notre demande intérieure, parce qu'en privant les gens d'une partie de leurs revenus, vous affaiblissez la demande intérieure. C'est donc le contraire de la politique que vous menez. Consacrez votre énergie et votre créativité à voir comment vous allez pouvoir renforcer la compétitivité structurelle, la recherche et l'innovation. Parlez avec les Régions. Parlez avec les Communautés pour ce qui concerne les universités. Faisons un grand plan national pour la recherche et le développement. C'est cela qu'il faut faire. L'outil fiscal peut être intéressant dans ce cadre-là. Ne perdons pas de vue qu'il existe déjà des mesures fiscales qui coûtent cher au Trésor, notamment toute la fiscalité sur les brevets qui en tout cas nous positionne de manière intéressante. Il n'y a rien à faire, certains pays scandinaves, qui ont des niveaux de prélèvement obligatoire similaires aux nôtres, ont des stratégies à vingt ou trente ans qui leur permettent aujourd'hui d'avoir des perspectives économiques particulièrement intéressantes et encourageantes. Pourquoi ne pas suivre ce chemin, même si je le répète, grâce aux efforts des gouvernements précédents, on est sur la bonne voie? Le financement du tax shift, on en a parlé à l'occasion du budget; je ne vais pas m'y attarder. Je crains malheureusement que vous ne soyez contraints d'annoncer de mauvaises nouvelles à nos concitoyens. Je dois déplorer le manque de dialogue avec les Régions. Vous auriez peut-être pu affiner avec elles les modalités de votre réforme fiscale pour éviter qu'elles ne soient placées devant le fait accompli d'une perte de leurs recettes. Il était possible de le faire. C'était possible parce qu'il existe des modalités de réduction d'impôts qui n'ont pas d'effets sur les Régions. Mais cela n'a pas été votre choix. Je réitère donc mon appel pour un fédéralisme budgétaire dynamique qui vous amène, monsieur le ministre des Finances, à voir vos trois collègues régulièrement. Une fois tous les mois, tous les deux mois, tous les trois mois … je ne vais pas ici vous fixer de calendrier car je ne suis pas sûr que vous pourriez le suivre. Mais je vous invite vraiment à le faire; le fédéralisme budgétaire, ce n'est pas simplement une coquetterie politique, c'est une approche stratégique des rapports que nous devons avoir à l'égard de l'Europe d'abord et, ensuite, c'est pouvoir donner à nos finances publiques la chance d'être assainies en évitant des problèmes politiques insolubles qui retardent les décisions. Regardez ce qui se passe avec la régularisation fiscale, qui est renvoyée en Comité de concertation, pour ne prendre que cet exemple. Je pourrais aussi citer l'épisode des 750 millions, qui a fait gaspiller beaucoup d'énergie à tout le monde; de l'énergie, du temps et de l'argent si je puis dire. J'en viens à l'emploi. Je regarde les dernières prévisions de la Banque nationale qui, en solde net, parlent de 14 000 emplois supplémentaires d'ici 2017. Quatorze mille emplois pour une réforme fiscale aussi importante, tout cela n'est pas très encourageant! Les rapports de la Banque nationale et du Bureau du Plan ont évoqué l'absence de financement ex ante de votre tax shift, à hauteur de plus de 6 milliards d'euros et, finalement, aboutissent à la conclusion qu'il y aura une détérioration de l'endettement public de 1.1 de PIB. Les perspectives d'emploi que vous avancez pour justifier votre réforme m'amènent à considérer que l'argent public est mal placé. Il y avait moyen de faire autrement, en ciblant mieux, notamment en ne comprimant pas la demande intérieure par les augmentations de taxes sur la consommation, mais en visant les assiettes qui n'ont pas d'effet néfaste sur l'économie, à savoir entre autres les revenus tirés de la spéculation. Mais pas comme vous l'avez fait, mais de manière plus décisive. En conclusion, chers collègues, en vous remerciant une fois de plus pour la qualité de vos contributions – même M. Bogaert, ne soyons pas avares de compliments –, je voudrais simplement vous dire que, si on veut repenser fondamentalement notre système fiscal, nous n'échapperons pas à la question de la globalisation. Ce système, introduit en 1962 et qui a remplacé les quatre impôts cédulaires, visait à plus de progressivité, plus de justice fiscale, plus d'efficacité et plus de simplicité. Je sais, monsieur le ministre, que simplifier la fiscalité figure dans votre déclaration de politique générale. Rien n'est plus simple que la globalisation. Vous me direz qu'en globalisant, certains paieront plus d'impôts, en ce compris les classes moyennes. On peut régler le problème en relevant la quotité exemptée. C'est une des techniques. Mais faire en sorte que la totalité des revenus du travail, du capital puissent être globalisés pour être soumis, ensemble, à un barème progressif à l'IPP ne me semble pas dénué d'intelligence – permettez-moi d'être un peu présomptueux – mais surtout d'efficacité. Nous pourrions ainsi rencontrer cette exigence que, j'espère, nous partageons ensemble: renforcer la justice fiscale.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u39	[[01.36 Benoît Piedboeuf (MR):]] Madame, monsieur le ministre, monsieur le président, chers collègues, je serai un peu plus léger et moins technique parce que à force de redire les mêmes choses pendant des semaines, on finit par se fatiguer surtout quand on entend toujours les mêmes choses. Quand on se lève le matin, que la journée s’annonce, on ne peut pas savoir comment elle se déroulera ni comment elle se terminera. On ne vit pas seul dans un bocal. Les gestes à poser, les démarches à entreprendre dépendent de l’environnement immédiat ou lointain, des rencontres, des événements qui surgissent ça et là lors de notre cheminement. Nos propres choix, s’ils peuvent être conditionnés par ces éléments de contexte, restent cependant l’élément central du succès ou de l’échec de la démarche entreprise. Pas besoin d’exemple, on a tous eu l’occasion dans notre vie de percevoir des signes, d’avoir des influx, une prescience d’un événement ou des conséquences d’un choix. La bonne préparation, la réflexion, le soin mis à sécuriser les options réduisent les risques. Mais l’assurance n’est jamais totale et, même si l’on ne peut se fier entièrement à la maxime selon laquelle la chance sourit aux audacieux, il reste qu’à un moment donné, il faut oser le pas, oser le geste et parier sur le succès. C’est une question de culture, une philosophie, une vision du monde et une foi dans l’homme et ses capacités: capacité d’entreprendre, capacité de travailler, capacité de comprendre et d’exercer ses choix. Selon que l’on décide seul ou à plusieurs, la ligne peut varier mais le renforcement d’une option par une option conjointe, l’enrichissement de la réflexion par celle d’un partenaire ne conduit pas nécessairement à un compromis qui atténue l’effet recherché. Au contraire, cela peut donner plus de force, de cohérence d’ensemble, de motivation à un projet. C’est d’autant plus le cas quand on partage presque la même vision. C’est très exactement la force de ce gouvernement, de notre gouvernement. On dit que du choc des idées jaillit la lumière. Nous voulons éclairer le chemin de notre pays d'une vision nouvelle, d'un enthousiasme nouveau. Nous voulons, nous, libéraux, avec nos partenaires, baliser un autre chemin, une autre vision de la société. Une vision qui renforce le goût d'entreprendre et la volonté de créer, qui donne envie de travailler et qui ne laisse personne en arrière; parce que notre solidarité est active, parce que l'attention aux autres est dans nos gènes. On peut raconter ce que l'on veut, on peut s'approprier ce que l'on veut, on ne peut pas réécrire l'histoire de nos mouvements sociaux marqués du sceau de la liberté et de l'émancipation intelligente. Notre pays, notre cher pays, malgré quelquefois ses errements périphériques, a besoin d'enthousiasme. Nous avons cet enthousiasme. Nous voulons insuffler notre enthousiasme. Nous avons chez nous des chercheurs, des inventeurs, des entrepreneurs, des travailleurs qui ne demandent rien d'autre que la liberté de se consacrer à leur travail en recevant le juste retour de leurs efforts. Plus d'entreprises, plus d'emplois, moins d'impôt, plus de revenus, c'est ce que les gens veulent, c'est ce que nous voulons. Alors, pour que réellement l'espoir fasse vivre, il faut faire ce qu'il y a à faire, il faut prendre les mesures qu'il faut. Nous ne sommes pas des illusionnistes, nous avons les pieds bien sur terre, et si notre pari réussit, nous pourrons faire mieux encore parce que nous aurons amorcé le mouvement. Nous ne savons pas si nous allons y arriver, mais nous sommes sûrs d'une chose, monsieur Gilkinet: c'est que si l'on ne fait pas ce que l'on a prévu, alors c'est sûr qu'on n'y arrivera pas.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u40	[[01.37 Georges Gilkinet (Ecolo-Groen):]] Très beau plaidoyer, monsieur Piedboeuf, avec beaucoup de conviction. Je peux vous rejoindre sur certains choses. Un budget, votre tax shift, c'est un pari. Je note que vous assumez de très grandes convergences. Vous prétendez avoir additionné les qualités des partis de la majorité. Je me demande parfois si ce n'est pas une addition de vos défauts. Vous avez dit à l'instant, c'est là que j'ai réagi: "si le pari réussit". Il faut toujours partir sur cette idée-là. Ma difficulté, à l'analyse des chiffres, même s'il y a des mesures que nous soutenons, c'est que le pari est incertain. Le financement de vos mesures manque de solidité. Nous risquons de nous retrouver demain avec un déficit public beaucoup plus important. Je suis généralement optimiste sur la nature des hommes et l'efficacité des politiques publiques. Mais je m'appuie ici sur l'analyse de la Commission européenne qui, même si elle a dit des choses positives sur l’exercice en cours - c’est son idéologie -, s’interroge néanmoins sur l'équilibre budgétaire. Je ne vais pas vous refaire la litanie du débat budgétaire mais vous avez bien en tête les remarques de la Cour des comptes et du Conseil d'État qui vous ont obligé à retirer certains éléments du texte qui visaient à financer le tax shift. J'ai l'impression que vous sautez de l'avion sans parachute et à votre suite l'ensemble de nos concitoyens. Qui va ramasser les morceaux? Au-delà de votre conviction, qui est belle à entendre, j'ai besoin d'éléments plus solides, factuels et argumentés. Vous me semblez pratiquer l'autopersuasion, le wishful thinking, la pensée magique à ce sujet. Mais, à un moment, il faut des choses solides quand on gère un État. Au-delà des qualités littéraires de votre discours, je ne retrouve pas ces éléments mathématiques.
ParlaMint-BE_2015-12-18-54-plenair-ip091x.u41	[[01.38 Benoît Piedboeuf (MR):]] Vous avez évidemment lu les avis du Bureau du Plan, les avis de la Commission, ceux de la Banque nationale, ceux des experts internationaux. Ils sont différents mais ils vont dans le même sens. On est non seulement en train de faire ce qu'on nous dit de faire depuis longtemps, mais on prévoit des résultats que nous pensons fondamentalement pouvoir atteindre. Nous avons justement été mesurer dans les prévisions pour être certains de ces effets. Le pari que nous faisons c'est qu'on va pouvoir aller plus loin si ça réussit.
