ParlaMint-BE_2014-10-15-54-plenair-ip009x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u80	[[01.70 Minister Maggie De Block:]] Mijnheer Calvo, u hebt gelijk, ik was bevoegd voor armoedebestrijding en ik heb vele maatregelen genomen op het terrein. Ik heb zo vele mensen uit de armoede kunnen houden. Had u de moeite gedaan naar de commissie te komen en die maatregelen te volgen, dan had u dat nu geweten.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u81	[[01.71 Hans Bonte (sp.a):]] Mevrouw De Block, ik heb gemerkt dat u hier vanmorgen niet was. Ik heb toen gezegd dat het altijd bijzonder moeilijk is in een debat na te gaan wat de gevolgen zijn van economische maatregelen, zoals lastenverlagingen, op de werkgelegenheid, op de sociale zekerheid, op armoede. Het is moeilijk dat in een parlementair debat op een correcte manier te doen. Daarom heb ik verwezen naar de opinie die vandaag in De Standaard staat, geschreven naar aanleiding van een verslag door twee onderzoekers van het Centrum voor Sociaal Beleid, u en ons welbekend. U was er vanmorgen niet, mevrouw De Block. Ik zal dus nogmaals citeren wat professor Marx en professor Van Lancker vandaag schreven: “Het is altijd opletten geblazen met voorspellingen.” Daar is iedereen het mee eens, veronderstel ik. “Maar op basis van wat wij lezen in het regeerakkoord, zullen wij nog eerder een reünie van Abba mogen meemaken dan dat de armoede zal dalen." Ik meen dat wij sterk op onze qui-vive zullen moeten zijn en goed zullen moeten kijken wat er gebeurt. Ik zal dat mooie artikel in elk geval altijd meenemen wanneer ik naar de commissie voor de Sociale Zaken kom.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u82	[[01.72 Peter Dedecker (N-VA):]] Mijnheer Calvo, zopas, in uw reactie op minister De Block, hebt u volgens mij een terecht punt aangeraakt, namelijk inzake de hoge loonlasten, in het bijzonder in de horeca. U hebt gelijk op dat punt, want de loonkosten moeten inderdaad naar beneden en dat zullen wij ook effectief doen. Wat u zegt, staat echter wel in schril contrast met uw eerdere uitspraak waarbij u refereert aan Paul De Grauwe. Ik lees hier namelijk een artikel van Paul De Grauwe, nog maar twee weken geleden verschenen: “Koester hoge loonkosten". Welke Paul De Grauwe bedoelt u eigenlijk? Die vraag stel ik nog maar eens opnieuw. En welke maatregel wilt u nu eigenlijk: hoge loonkosten volgens Paul De Grauwe, of toch lage loonlasten? U mag kiezen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u83	[[01.73 Karin Temmerman (sp.a):]] Mijnheer de voorzitter, ik merk dat de meerderheidspartijen echt wel heel erg geïnteresseerd zijn in de heer De Grauwe. Ik vind het niet fair om constant over hem te praten zonder dat hij gehoord werd. Het verschil is dat wij blijkbaar wel weten wat er in zijn boeken staat en de collega’s van de meerderheidspartijen niet, want zij vragen er steeds naar. Daarom stel ik voor om bij de eerstvolgende gelegenheid in de commissievergadering de heer De Grauwe uit te nodigen, opdat hij het zelf kan komen uitleggen, zodat iedereen zeer goed weet waarover het gaat en de collega’s niet meer aan ons hoeven te vragen wat er in de boeken van de heer De Grauwe staat. Dat bespaart hun de lectuur.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u84	[[De voorzitter:]] Mijnheer Calvo, gaat u door met uw uiteenzetting.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u85	[[01.74 Patrick Dewael (Open Vld):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u86	[[01.75 Kristof Calvo (Ecolo-Groen):]] Mijnheer Dewael, dat is een gemene opmerking. Ik stel vast dat we wat aan het uitwaaieren zijn. Ik heb de naam van de heer De Grauwe trouwens maar één keer vernoemd en dat volstaat voor mij. Het punt dat ik probeerde te maken, is het volgende. Wij hebben dat vanmorgen ook al besproken, maar u was vanochtend niet aanwezig, mevrouw De Block. U zult wellicht een belangrijke afspraak hebben gehad. Inzake de visie op de arbeidsmarkt zegt het regeerakkoord zelf op pagina 37 van de CD&V-versie dat de maatregel op het vlak van de arbeidsmarkt mensen in de richting van het OCMW zal duwen. Wat is er emancipatorisch aan het duwen van mensen naar de bijstand, mijnheer Van Quickenborne? Dat is het eerste probleem. Het tweede probleem, waarover ik net aan het vertellen was, toen ik werd onderbroken, is het volgende. Als u kiest voor een doorslaande vorm van flexibilisering, waarvoor de meerderheid inderdaad opteert, dan betalen de mensen daar een prijs voor op het vlak van levenskwaliteit en op het vlak van gezondheid. Als één op vijf landgenoten kampt met een burn-out, doe ik daar niet laconiek over. De heer Van Quickenborne deed daar laconiek over, maar dat zijn mensen die met een probleem zitten; zij kijken naar deze debatten en vragen zich af welke oplossing u voor hen in petto hebt. U suggereert als oplossing langer, meer en harder te werken voor minder loon. Onrechtvaardig en onevenwichtig, wat ons betreft.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u87	[[01.76 Patrick Dewael (Open Vld):]] Mijnheer Calvo, wat is dan uw optie? Minder werken en meer loon? Kent u één economisch systeem in de hele wereld waar men dat kan waarborgen? Kent u één economisch systeem waarin men dergelijke nonsens kan verkopen, waarin men mensen wijsmaakt dat zij door minder te werken, toch meer zouden kunnen verdienen? Leg mij eens uit hoe u dat kan waarborgen? De heer Van Quickenborne had een punt. De waarheid is dat er in een samenleving als de onze ontzettend veel mogelijkheden zijn om arbeid te verrichten. De hele discussie over een volwaardige job, een job die kan aanvaard worden, vermits de rest peanuts is, heb ik ook al meegemaakt bij de discussies over interimwerk. Interimwerk bij de overheid mocht niet. Ik herinner mij de onderhandelingen in 2007 en 2008. De Waalse partijen uit de meerderheid waren op dat ogenblik grotendeels tegen die interimarbeid, maar in het Waals Gewest werd het wel toegepast. Toch mocht interimarbeid niet bij de overheid. Zo zijn er heel veel mogelijkheden om arbeidsprestaties te verrichten, terwijl onze structuren dat onmogelijk maken. Vaak zijn er jobs op het lijf geschreven van mensen die wel iets willen doen, maar dat mag en kan dan niet, omdat het niet past in de bestaande structuren en cao’s. Als samenleving proberen wij dan een economie te organiseren die arbeid vernietigt. Arbeid, zoals u daarjuist zelf hebt gezegd, werkt emancipatorisch en bevrijdend. Ik heb deze morgen het woord “empowerment” gebruikt. Ik heb liever mensen die zich nuttig voelen omdat ze effectief aan de slag kunnen gaan, dan mensen – ik herhaal het nog eens – die we aan een infuus, een baxter van een uitkering leggen om ons eigen sociale geweten te kunnen sussen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u88	[[01.77 Kristof Calvo (Ecolo-Groen):]] Mijnheer Dewael, dat is retorisch perfect, maar u weet heel goed dat dit op geen enkele manier op ons programma lijkt. Moeten wij met dit Parlement dan niet stilstaan bij het feit dat één op vijf Belgen vandaag met een burn-out kampt? Moeten wij daar dan zo licht overheen stappen? Mag er geen vraag meer worden gesteld over de kwaliteit van de arbeid? Mag er geen vraag meer worden gesteld over het welzijn van onze werknemers?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u89	[[01.78 Patrick Dewael (Open Vld):]] Ik maak me zorgen over een samenleving en een politiek systeem dat uiteindelijk meer geld uitgeeft om mensen niet te laten werken dan om ze opnieuw aan het werk te krijgen. Dat is op bepaalde ogenblikken wel eens het geval geweest. Wij hebben een hele reeks systemen uitgedokterd om mensen hetzij vroeger uit het arbeidsproces te stoten, hetzij faciliteiten te geven om niet te moeten werken. Werk vinden dat op het lijf geschreven is en op maat gesneden is, stemt niet altijd overeen met de regeltjes van de cao’s. Dat weet ik ook wel. Daardoor zijn veel werkgevers en zelfstandigen niet geneigd om deze of gene een job te geven. Ik vind dat doodjammer en ik meen dat we die trend moeten breken. Dat is waarvoor deze regering staat.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u90	[[01.79 Hans Bonte (sp.a):]] Ik wil even reageren op wat collega Dewael zegt. Het is de klassieke truc in een debat om eerst een karikatuur te maken van hetgeen anderen hebben gezegd om dan met scherp te schieten. Ik wil u confronteren met een aantal realiteiten op onze arbeidsmarkt. Onze arbeidsmarkt is dé kampioen van de interimarbeid. Er zijn weinig tot geen Europese landen die zo’n omvangrijke interimarbeid hebben dan ons land. Daarnaast zijn wij ook bijzonder aantrekkelijk als investeringsgebied omwille van de grote flexibiliteit van onze arbeidsmarkt. Het essentiële verschil is echter dat dit tot op vandaag wordt genegotieerd in sociaal overleg, met cao’s, in overleg met syndicale afvaardigingen. Als ik het regeerakkoord lees, gaat men daaraan los voorbij. U maakt een karikatuur van de uitkeringstrekkende werknemer. Ik verwijs nogmaals naar hetgeen de heer Calvo onder uw aandacht brengt. In de distributie, de grootwarenhuizen waar doorgaans vrouwen in gesplitste ploegen werken, overleven heel wat van die vrouwen vandaag omdat er zoiets als een inkomensgarantie-uitkering bestaat, omdat zij boven op hun deeltijds loon nog een uitkering krijgen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u91	[[01.80 Kristof Calvo (Ecolo-Groen):]] Het inkomen van mensen die werken met 23 % verminderen, dat doet u.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u92	[[01.81 Hans Bonte (sp.a):]] Op Belga lees ik dat een secretaris van het ACV precies heeft berekend wat de maatregel die in het regeerakkoord staat zal betekenen voor het inkomen van die vrouwen. Het komt erop neer dat zij 23 % inkomen zullen verliezen. Als u dan weet over welke groep mensen het gaat, zijn dat die mensen waarvan de onderzoekers van het CSB wellicht hebben geregistreerd dat ze het risico lopen de armoedegroep aan te vullen. En dat is waarover wij van mening verschillen. Voor het overige ben ik het met u eens. Wij moeten niet te rigoureus zijn, maar laten we onderhandelen en op basis van cao’s afspraken maken en geen IGU afschaffen en mensen, zeker die kwetsbare groep vrouwen, zomaar de armoede injagen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u93	[[01.82 Monica De Coninck (sp.a):]] Mijnheer de voorzitter, deze discussie is bijzonder interessant. Ik zou ze liever sereen, met de nodige rationaliteit en wijsheid, in dit Parlement voeren in de plaats van spelletjes te spelen met betrekking tot professor De Grauwe en anderen. Ik vind dit een essentiële discussie omdat ik merk dat er in onze maatschappij een polarisatie, een dualisering ontstaat: mensen met veel werk, geen tijd en vaak veel centen en andere mensen zonder werk en zonder centen. Het hebben van werk is een heel belangrijk instrument om mensen te integreren in onze maatschappij. Ik wil heel hard vechten voor het recht op werk voor iedereen. Dat betekent dat wij een aantal discussies zullen moeten voeren over de condities om er in onze maatschappij voor te zorgen dat iedereen kan werken, maar ook een werk kan hebben waarmee men gelukkig is. Ik heb de indruk dat ik daarin verschil van mening met de heer Dewael, aan zijn uitspraken te merken. Hij zegt: werken en veel verdienen. Voor mij is de basisstelling: werken en daarmee vooral gelukkig zijn. Men moet daarmee natuurlijk iets verdienen, maar men moet er vooral gelukkig in zijn. Daar scheiden onze wegen, denk ik. Ik ben geen vrouw van 135 regeltjes en 37 goede redenen waarom dat niet kan. Ik heb echter wel de indruk dat een aantal mensen hier terug naar een systeem van upstairs downstairs wil gaan. Dat wil ik te allen tijde vermijden. Ter aanvulling van de heer Bonte, ik heb heel veel ervaring met het activeren van mensen. Er is het verhaal dat er grote groepen profiteurs zouden zijn. Daarmee verwijt men ambtenaren van de RVA eigenlijk dat zij hun werk niet doen. Ik kan u verzekeren dat zij hun werk zeer goed doen. Ik heb dat van dichtbij meegemaakt. Er zijn misschien regionale actoren die hun werk niet doen, maar dat is een ander verhaal. Zeker 80 % van de mensen wil heel hard werken en wil een job hebben. Zij vinden dat belangrijk, niet alleen voor de centen. Vijftien procent van de mensen heeft het gewoon moeilijk om allerlei redenen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u94	[[01.83 Raoul Hedebouw (PTB-GO!):]] Mijnheer Dewael, u hebt de vraag gesteld in welk land men heeft beloofd dat men met minder werk meer zou verdienen. Dat land heet België en het gebeurde in de jaren zestig en zeventig. In die jaren zijn wij beginnen minder te werken en hebben wij toch meer loon gekregen, met als goede reden dat de productiviteit heel sterk steeg in ons land. U moet dus niet gaan zoeken in de Caraïben, het is bij ons gebeurd. Hetgeen hier vandaag voorligt, is dat in de jaren tachtig 58 % van ons Belgisch bruto binnenlands product terugvloeide naar de lonen en dat dit vandaag nog maar 51 % is. Er gaat nu dus minder en minder bruto binnenlands product naar de lonen. Mijnheer Dewael, het antwoord op uw vraag is heel duidelijk: de verhoging van de productiviteit in België is genoeg om een zekere arbeidsduurvermindering of de pensioenen te betalen. Daarover gaat het debat anno 2014 in België.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u95	[[01.84 Patrick Dewael (Open Vld):]] Mijnheer de voorzitter, mijnheer Calvo, mijn excuses, want u staat daar natuurlijk al een tijdje recht, maar ik vermoed dat u daar wel graag staat. Dit is toch wel een vrij fundamenteel debat. Ten eerste is er het sociaal overleg. Mevrouw De Coninck, ik ben blij met uw interventie, want als wij het sociaal overleg zijn gang hadden laten gaan, had u geen resultaten bereikt op het vlak van het eenheidsstatuut. Op een bepaald ogenblik moet de politiek dat dus kunnen overstijgen. In een parlementaire democratie kan ik het mij ook niet anders voorstellen: wij bepalen de krijtlijnen en dan overleggen we met de partners. Ik heb daarvoor veel respect, maar het kan niet dat een partner, of hij nu van de werkgeverszijde of de werknemerszijde komt, alles kan blokkeren. Wanneer een partner weet dat in de regering partijen aanwezig zijn die bij een “neen” aan de onderhandelingstafel sowieso ervoor zorgen dat er een njet volgt binnen de regering, waardoor de maatregel bevroren wordt, is er geen echt sociaal overleg; dan is de regering de gegijzelde van de sociale partners. Dat is een heel belangrijk element.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u96	[[01.85 Kristof Calvo (Ecolo-Groen):]] Dat is een hele goede!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u97	[[01.86 Patrick Dewael (Open Vld):]] Wij zouden een sociaal overleg moeten hebben met resultaten en responsabilisering van de partners, zowel de patroons als de werknemers. Uiteindelijk gaat het niet alleen over de Groep van Tien, maar zijn er 10 miljoen Belgen die niet allemaal vertegenwoordigd zijn in die organisaties. Wij komen op voor het algemeen belang, voor de 10 miljoen burgers, medeburgers, en niet alleen voor degenen die aangesloten zijn bij een vakbond. Ik stel trouwens in alle rust vast dat een vakbond van nature meer geneigd is om diegenen te verdedigen die werk hebben dan diegenen die nog geen werk hebben. Dat is vrij fundamenteel. Nu zegt men: als het overleg met de partners leidt tot een blokkering in het sociaal overleg, dan kunnen we niet verder. Er is nog altijd het primaat van de politiek. Als de partners er niet uitgeraken, dan beslist de politiek, dat is het alfa en omega van de democratie.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u98	[[01.87 Karine Lalieux (PS):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u99	[[01.88 Patrick Dewael (Open Vld):]] Oui, madame Lalieux, ce n'est pas votre école. Mais nous sommes dans une démocratie parlementaire. Après négociation avec les partenaires sociaux, c'est le parlement qui décide C'est de cette façon que les choses se passent dans une démocratie. Peut-être est-il un peu difficile pour vous de vous y adapter, mais si vous faites un petit effort, vous y parviendrez! Mevrouw De Coninck, ik ben voorstander van flexibilisering van arbeid. Laten wij ermee ophouden de Scandinavische landen en Duitsland voor te stellen als landen van sociale barbarij. Laten wij nu eens stoppen met die karikaturen! In alle mogelijke landen heeft men een perfecte synthese kunnen maken tussen, enerzijds, een versterking van de economie, en, anderzijds, een versterking van de sociale zekerheid. Het zijn socialisten en sociaaldemocraten die dat hebben voorgedaan, bijvoorbeeld in Duitsland. Gerhard Schröder was een van de mensen die tien of twaalf jaar geleden de weg wezen om de economie te moderniseren. Ik pleit er dus voor dat wij om arbeid te creëren zouden weggaan van het carcan en de rigiditeit, waarvan zowel werknemers als werkgevers potentieel het slachtoffer zijn. Ik ken veel werkgevers die wel zouden willen, maar het niet mogen. Ik ken werknemers die zulks wel zouden willen aanvaarden, maar het mag niet in het huidige systeem. Men doet daar dan meewarig over en noemt het minderwaardige jobs. Men komt dan met het verhaal van de Duitse mini-jobs. In de komende jaren moeten wij echter zorgen voor meer flexibiliteit en toestaan dat uit onderhandelingen tussen werkgever en werknemer zinvolle economische arbeid kan voortkomen. Wat hebt u liever als eindstation? Houdt u liever de mensen in de werkloosheid, dan ze de kans te geven te werken? Zeg dat dan, maar geef een duidelijk antwoord!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u100	[[De voorzitter:]] Collega’s, men kan bezwaarlijk zeggen dat het debat geen inhoud heeft. Toch moeten wij misschien een beetje een limiet zetten op de onderbrekingen; anders dreigt het debat heel lang te duren, gelet op wat ons nog te wachten staat. Ik ben echter de verdediger van het debat.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u101	[[01.89 Hans Bonte (sp.a):]] Mijnheer de voorzitter, ik wil kort reageren op de woorden van de heer Dewael. Mijnheer Dewael, ten eerste, wanneer u het in algemene termen over de verhouding tussen de politiek en het sociaal overleg hebt, kan ik à la limite nog volgen. Indien het sociaal overleg blokkeert, moet de politiek inderdaad haar verantwoordelijkheid nemen. Wat ik echter in het regeerakkoord lees, is min of meer de patronale agenda van meer flexibiliteit, meer overuren, nachtarbeid en lineaire lastenverlaging, zonder dat daarover een akkoord tussen de sociale partners moet zijn. Dat is natuurlijk de wereld op zijn kop. Ten tweede, u verwijst naar Duitsland. Kijk eens naar het effect van de Hartzhervormingen die de voorbije jaren zijn doorgevoerd. Men zoekt op dit moment oplossingen voor de oplopende armoede, vooral bij de werkenden. Immers, waar men arbeid heeft gedereguleerd op de manier zoals in Duitsland, eindigt men met mensen die twee of drie jobs moeten hebben om toch maar enige levensstandaard te bereiken. Het probleem van de working poor is dus niet exclusief een Amerikaans probleem. Het is ook steeds meer een probleem in het hart van onze Europese Unie, namelijk in Duitsland, dat geen leidend voorbeeld voor deze regering mag worden, al vrees ik dat het daarvoor te laat is.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u102	[[01.90 Kristof Calvo (Ecolo-Groen):]] Mijnheer Dewael, op het vlak van de stijl gaf u een excellent betoog, maar u bent toch een aantal keer lichtjes uit de bocht gevlogen. Ik heb drie opmerkingen. Ik weet dat u het vervelend vindt dat u zo laat op de sprekerslijst staat, maar wie weet staat u bij de volgende verkiezingen iets meer vooraan.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u103	[[01.91 Patrick Dewael (Open Vld):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u104	[[01.92 Kristof Calvo (Ecolo-Groen):]] Dat is democratie, mijnheer Dewael, en daar moet u zorgzaam mee omgaan. Onze fractie pikt het niet als u hier suggereert dat wij mensen in de armoede willen houden. Ik pik het niet als u zegt dat onze fractie vooral uitkeringen voor ogen heeft. Integendeel, wij pleiten voor echte arbeid, voor kwaliteitsvolle arbeid, zodat mensen zich kunnen ontwikkelen. Ik kom tot mijn drie concrete opmerkingen. Ten eerste, u hebt een aantal situaties beschreven waarin personen worden geconfronteerd met onzinnige regeltjes die hen tegenhouden om te werken. U hebt die anekdotes verteld. Ik ontmoet ook mensen die zeggen dat zij wel willen werken, maar dat het hen niet lukt om voltijds te werken en dat zij deeltijds aan de slag willen. Welnu, en dat is mijn eerste concrete opmerking: deze regering schrapt 23 % van hun inkomen. Die mensen willen nochtans actief zijn, maar zij willen arbeid en gezin combineren en dus deeltijds werken. En dat zijn de maatregelen die deze regering neemt op het vlak van deeltijdse arbeid. Ten tweede, de reden waarom u niet geloofwaardig bent als u zegt dat u de onderkant van de arbeidsmarkt in beweging wil krijgen, mijnheer Dewael, is dat, als u dat werkelijk wil, u opnieuw zou moeten inzetten op een gerichte lastenverlaging op arbeid, meer uitgesproken en doelgericht, voor de laagste inkomens en de middeninkomens. Ten derde, ook inzake het sociaal overleg kampen u en de regering met een geloofwaardigheidsprobleem. Wat is er vandaag en de komende twee jaar geblokkeerd op het vlak van het sociaal overleg? De lonen en de loonstop! U knipt de vleugels van werknemers, u ontneemt sociale organisaties hun onderhandelingskracht en u zegt dat u werken wil valoriseren. Mensen die zich in het zweet werken voor ons land, wil u naar waarde schatten. Waarom dan in godsnaam een loonstop doorvoeren voor honderd procent van de werknemers, zelfs in sectoren waar er ruimte is voor extra lonen?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u105	[[01.93 Wouter Beke (CD&V):]] Ten eerste, wat de loonnorm betreft, zullen wij de volgende twee jaar doortrekken wat in 2013 en 2014 ook is gebeurd. Wij zullen precies hetzelfde doen. Dat hoeft u niet te overtuigen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u106	[[01.94 Kristof Calvo (Ecolo-Groen):]] Nee, want wij waren ook niet ongelofelijk enthousiast over de vorige regering, mijnheer Beke.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u107	[[01.95 Wouter Beke (CD&V):]] Dat heb ik begrepen. Ik was daarover iets enthousiaster, maar goed, dat is het verschil tussen u en mij. Ten tweede, wat het sociaal overleg betreft, de eerste minister heeft gisteren in zijn regeringsverklaring het belang van het sociaal overleg onderstreept. Hij heeft drie punten naar voren gebracht, die ik hier, ten aanzien van iedereen – ook ten aanzien van de collega’s van de meerderheid – in herinnering breng. Ik citeer: “Het sociaal overleg moet de stabiliteit en de legitimiteit van de hervormingen garanderen. De kwaliteit van de sociale dialoog verdient onze voortdurende aandacht. De sociale partners en de regering dragen een gedeelde verantwoordelijkheid om deze dialoog in stand te houden en op die manier de capaciteit om de welvaart te ontwikkelen." Ik heb, net zoals u, vandaag vernomen dat men op 15 december een actie wil houden. De vakbonden kunnen een actie houden, maar het zal veel vruchtbaarder zijn om op termijn de hand aan te nemen die de eerste minister gisteren heeft aangereikt, rond de tafel te gaan zitten en te kijken hoe de noodzakelijke structurele hervormingen op een goede manier uitgevoerd kunnen worden.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u108	[[01.96 Kristof Calvo (Ecolo-Groen):]] Mijnheer Beke, de tafel boven de actie, daarvan hoeft u mij niet te overtuigen. Ik vind zelfs dat het de opdracht is van vakorganisaties om in de huidige omstandigheden op een verantwoorde manier daarmee om te springen en zich mee in te schakelen in de hervormingen. Ik meen dat daarvoor ook een draagvlak is, maar u moet nu wel eens kiezen. U kunt niet, enerzijds, zeggen dat u het sociaal overleg apprecieert en, anderzijds, kiezen voor de loonblokkering. U weet als geen ander dat de lonen een heel belangrijk element van het sociaal overleg zijn. Als u dat niet weet, dan weet de heer Verherstraeten het zeker wel, als de mandataris van beweging.net. De lonen zijn essentieel in het sociaal overleg. Het is het een of het ander. Ook op het vlak van de stijl is het het een of het ander: ofwel de borstklopperij van de heer Dewael – het primaat van de politiek en de Burgermanifesten zijn terug – ofwel de uitgestoken hand van de heer Peeters. Het is een van de twee. De regering kan niet de ene dag de mensen in hun gezicht kletsen en de andere dag vragen om aan tafel te gaan zitten. U zult daarin een keuze moeten maken en u moet morgen in uw repliek daarover duidelijk zijn. Wat zal de verhouding zijn van de regering tot het sociaal overleg? Moet de heer Dewael een beetje dimmen op dat vlak? Wordt het de uitgestoken hand van de heer Peeters of de confrontatie, die u met onderhavig regeerakkoord eigenlijk al hebt ingezet?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u109	[[01.97 Patrick Dewael (Open Vld):]] Mijnheer de voorzitter, ik moet de heer Calvo teleurstellen. Het gaat om beide. Mijnheer Calvo, er is geen enkele contradictie tussen, enerzijds, een goed overleg organiseren en de sociale partners vragen om hun verantwoordelijkheid te nemen en, anderzijds, een beslissing nemen, mocht dat niet lukken. Overigens, ik meen dat dat wel moet lukken; ik geloof nog steeds in het overlegmodel. Als er na zo veel inspraak geen uitspraak komt, dan moet iemand beslissen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u110	[[01.98 Kristof Calvo (Ecolo-Groen):]] Welke inspraak is er tot nu geweest?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u111	[[01.99 Patrick Dewael (Open Vld):]] De inspraak bestaat erin dat de overheid een kader uitwerkt, dat ze dan voorlegt aan de sociale partners. Ik geef u een aantal voorbeelden om duidelijk te maken dat het niet alleen gaat om de loonvorming. Het gaat over maatregelen die door de regering al een zekere tijd waren goedgekeurd en die te maken hebben met de flexibilisering. Ik heb het over de annualisering van de arbeidstijd, ik spreek over de schoolbelcontracten. Dat zijn zaken die voorgelegd zijn aan de sociale partners en waarbij er een veto kwam. Men zei dat men daar niet mee verder ging. Dan is dat politiek geblokkeerd. Dat is niet normaal in een parlementaire democratie. Dat is het punt. U moet niet proberen ons tegen elkaar uit te spelen…
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u112	[[01.100 Kristof Calvo (Ecolo-Groen):]] Dat doet u zelf, ik hoef dat zelfs niet te doen. Dat doet u zelf.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u113	[[01.101 Minister Kris Peeters:]] Ik wil de vorige spreker meteen van antwoord dienen. Het sociaal overleg is een heel belangrijk instrument. De eerste minister heeft dat gisteren ook onderstreept. Als u opzoekt of de termen “sociaal overleg” en “advies van de sociale partners” in het regeerakkoord voorkomen – misschien hebt u dat gedaan –, dan zal u zien dat dat in heel essentiële domeinen in het federale regeerakkoord het geval is. Er wordt overlegd met de sociale partners over flexibiliteit. Er wordt onder andere overlegd met de sociale partners over de IGO, waarover het debat daarstraks ging. De vraag is natuurlijk of de sociale partners ook aan de tafel komen. Ik hoop dat ze de uitgestoken hand aanvaarden. Als ze tekst en uitleg vragen, zullen we die heel graag geven. Een nieuwigheid is dat we dan in tripartiteoverleg gaan. In het regeerakkoord is overeengekomen dat de Groep van Tien via het sociaal overleg tussen werkgevers en werknemers apart zo veel mogelijk kwesties oplost. Dat is vanzelfsprekend. Bovendien zullen we, naar analogie van wat er in Vlaanderen bestaat, het tripartiteoverleg wat structuur geven, in die zin dat we er een secretariaat rond gaan bouwen om het tripartiteoverleg alle kansen te geven. Dat is de uitgestoken hand. U, de heer Bonte en anderen zullen natuurlijk beamen dat er op een bepaald moment een beslissing moet komen. Ik hoop dat het merendeel van de beslissingen via het tripartiteoverleg tot stand zal komen. Mocht dat niet het geval zijn, dan moet er getrancheerd worden. Het overleg krijgt absoluut eerst prioriteit.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u114	[[01.102 Hans Bonte (sp.a):]] Mijnheer de vice-eersteminister, ik wil dat hierover maximale duidelijkheid bestaat. U weet hoe gehecht onze partij en onze fractie zijn aan een goed sociaal overleg. Klopt het dat de geplande loonblokkering en indexsprong afhankelijk zijn van het sociaal overleg daarover? Eén van de meest essentiële onderdelen van het interprofessioneel overleg is de loonvorming. Zult u wachten met uw effectieve beslissing over een indexsprong en loonblokkering tot het sociaal overleg daarover afgerond is, of niet? Dat is een duidelijke vraag. Ik heb nog een tweede vraag. Ik verwijs naar de tekst van het regeerakkoord, die afwijkt van wat u zegt over het aanmoedigen van de deelname aan de arbeidsmarkt. Daarin staat geen enkele verwijzing naar het sociaal overleg. Geen woord! Ik lees: “De regering zal de versterkte degressiviteit van de werkloosheidsuitkeringen voortzetten. De definitie van passende dienstbetrekking zal aangevuld worden met gemeenschapsdienst.” Ik lees wat de inkomensgarantie-uitkering betreft letterlijk het volgende: “De IGU-toeslag voor deeltijds werkenden wordt opnieuw berekend zoals vóór 2008.” Daarna wordt uitgelegd wat die regeling was. Daarin wordt met geen woord verwezen naar het sociaal overleg. Vandaar mijn tweede vraag. Wordt ook dit hoofdstuk geconditioneerd door het sociaal overleg? Met andere woorden, zal de regering ervan afzien als het sociaal overleg hierover geen resultaten boekt? Ik meen dat dit twee duidelijke vragen zijn, die het debat misschien wat kunnen verhelderen.
