Country	SpeakerID	Name	Forename	Surname	RoleName	Minister	MP	Par. groups	Pol. parties	Sex	Birth date	Birth place	Death date	Death place	Education	Occupation	Wikipedia URL	Official URLs	
ES	FranciscoJavierOrtegaSmithMolina	Francisco Javier Ortega Smith-Molina	Francisco|Javier	Ortega|Smith-Molina	-	-	2019-09-11/2023-02-22	Vox[-/-]	-	M	1968-08-28	Madrid	-	-	-	-	-	-
ES	FranciscoJavierRodríguezArgüeso	Francisco Javier Rodríguez Argüeso	Francisco|Javier	Rodríguez|Argüeso	-	-	-	-	-	M	1961-11-03	Reinosa	-	-	-	-	-	-
ES	FranciscoJesúsFernándezFerrera	Francisco Jesús Fernández Ferrera	Francisco|Jesús	Fernández|Ferrera	-	-	-	-	-	M	1973-10-31	Huelva	-	-	-	-	-	-
ES	FranciscoJoséAlcarazMartos	Francisco José Alcaraz Martos	Francisco|José	Alcaraz|Martos	-	-	2020-06-11/2022-02-15	Vox[-/-]	-	M	1968-11-09	-	-	-	-	-	-	-
ES	FranciscoJoséContrerasPeláez	Francisco José Contreras Peláez	Francisco|José	Contreras|Peláez	-	-	2020-07-15/2023-02-07	Vox[-/-]	-	M	1964-02-17	-	-	-	-	-	-	-
ES	FranciscoMartínBernabéPérez	Francisco Martín Bernabé Pérez	Francisco|Martín	Bernabé|Pérez	-	-	2016-12-13/2017-10-24	PP[-/-]	-	M	1970-04-03	La Unión (Murcia)	-	-	-	-	-	-
ES	FranciscoMartínezVázquez	Francisco Martínez Vázquez	Francisco	Martínez|Vázquez	-	-	2016-11-29/2018-10-18	PP[-/-]	-	M	1975-05-27	-	-	-	-	-	-	-
ES	FranciscoMolineroHoyos	Francisco Molinero Hoyos	Francisco	Molinero|Hoyos	-	-	2015-04-16/2018-10-25	PP[-/-]	-	M	1953-02-04	-	-	-	-	-	-	-
ES	FranciscoMárquezDelaRubia	Francisco Márquez De la Rubia	Francisco	Márquez|De|la|Rubia	-	-	2015-09-16/2015-09-16	PP[-/-]	-	M	1964-07-05	Ceuta	-	-	-	-	-	-
ES	FranciscoVañóFerre	Francisco Vañó Ferre	Francisco	Vañó|Ferre	-	-	2018-11-20/2018-12-19	PP[-/-]	-	M	1950-01-23	-	-	-	-	-	-	-
ES	FuensantaLimaCid	Fuensanta Lima Cid	Fuensanta	Lima|Cid	-	-	2021-11-11/2022-03-17	PSOE[-/-]	-	F	1966-12-24	-	-	-	-	-	-	-
ES	FátimaBáñez	Fátima Báñez	Fátima	Báñez	-	2011-12-22/2018-06-07	-	-	-	-	-	-	-	-	-	-	-	-
ES	FélixAlonsoCantorné	Félix Alonso Cantorné	Félix	Alonso|Cantorné	-	-	2016-04-05/2018-11-21	ECP[-/-]	-	M	1959-08-08	-	-	-	-	-	-	-
ES	FélixBolaños	Félix Bolaños	Félix	Bolaños	-	2021-07-12/-	-	-	-	-	-	-	-	-	-	-	-	-
ES	GabrielEchávarriFernández	Gabriel Echávarri Fernández	Gabriel	Echávarri|Fernández	-	-	2015-04-29/2015-06-11	PSOE[-/-]	-	M	1970-12-29	-	-	-	-	-	-	-
ES	GabrielElorriagaPisarik	Gabriel Elorriaga Pisarik	Gabriel	Elorriaga|Pisarik	-	-	2015-06-11/2023-02-23	PP[-/-]	-	M	1962-06-11	Madrid	-	-	-	-	-	-
ES	GabrielRufiánRomero	Gabriel Rufián Romero	Gabriel	Rufián|Romero	-	-	2016-03-04/2023-02-14	ERC-S[-/-]	-	M	1982-02-08	-	-	-	-	-	-	-
ES	GasparLlamazaresTrigo	Gaspar Llamazares Trigo	Gaspar	Llamazares|Trigo	-	-	2015-01-21/2015-06-11	IZQ-PLU[-/-]	-	M	1957-11-28	-	-	-	-	-	-	-
ES	GemaLópezSomoza	Gema López Somoza	Gema	López|Somoza	-	-	2018-06-19/2023-02-15	PSOE[-/-]	-	F	1978-06-04	-	-	-	-	-	-	-
ES	GemmaAraujoMorales	Gemma Araujo Morales	Gemma	Araujo|Morales	-	-	2020-02-25/2022-12-20	PSOE[-/-]	-	F	1979-03-05	-	-	-	-	-	-	-
ES	GemmaCalvetiBarot	Gemma Calvet i Barot	Gemma	Calvet|i|Barot	-	-	-	-	-	F	1966-12-10	Barcelona	-	-	-	-	-	-
ES	GenísBoadellaEsteve	Genís Boadella Esteve	Genís	Boadella|Esteve	-	-	2020-02-04/2023-02-22	JxCat-Junts[-/-]	-	M	1979-03-20	-	-	-	-	-	-	-
ES	GeorginaTríasGil	Georgina Trías Gil	Georgina	Trías|Gil	-	-	2020-05-20/2022-11-23	Vox[-/-]	-	F	1973-07-14	-	-	-	-	-	-	-
ES	GerardGómezDelMoralFuster	Gerard Gómez Del Moral Fuster	Gerard	Gómez|Del|Moral|Fuster	-	-	2019-09-17/2019-09-17	ERC-S[-/-]	-	M	1989-10-17	-	-	-	-	-	-	-
ES	GerardoCampsDevesa	Gerardo Camps Devesa	Gerardo	Camps|Devesa	-	-	2015-04-14/2018-12-20	PP[-/-]	-	M	1963-06-30	-	-	-	-	-	-	-
ES	GerardoPisarelloPrados	Gerardo Pisarello Prados	Gerardo	Pisarello|Prados	-	-	2019-05-21/2023-02-21	ECP-GeC[-/-]	-	M	1970-08-10	Tucumán (Argentina)	-	-	-	-	-	-
ES	GermánRenauMartínez	Germán Renau Martínez	Germán	Renau|Martínez	-	-	2020-07-15/2022-11-30	PSOE[-/-]	-	M	1978-03-24	Castellón	-	-	-	-	-	-
ES	GermánRodríguezSánchez	Germán Rodríguez Sánchez	Germán	Rodríguez|Sánchez	-	-	2015-02-17/2015-10-01	PSC-PSOE[-/-]	-	M	1977-01-17	Alameda (Málaga)	-	-	-	-	-	-
ES	GloriaSánchezMartín	Gloria Sánchez Martín	Gloria	Sánchez|Martín	-	-	-	-	-	F	-	-	-	-	-	-	-	-
ES	GonzaloCaballeroMiguez	Gonzalo Caballero Miguez	Gonzalo	Caballero|Miguez	-	-	-	-	-	M	1975-01-09	Puenteareas (Pontevedra)	-	-	-	-	-	-
ES	GonzaloJoséOrdóñezPuime	Gonzalo José Ordóñez Puime	Gonzalo|José	Ordóñez|Puime	-	-	2015-06-24/2015-10-01	PP[-/-]	-	M	1954-04-12	-	-	-	-	-	-	-
ES	GonzaloPalacínGuarné	Gonzalo Palacín Guarné	Gonzalo	Palacín|Guarné	-	-	2017-02-02/2019-02-28	PSOE[-/-]	-	M	1984-02-09	-	-	-	-	-	-	-
ES	GraciaFernándezMoya	Gracia Fernández Moya	Gracia	Fernández|Moya	-	-	2015-06-16/2015-06-16	PSOE[-/-]	-	F	1959-01-04	Trevelez (Granada)	-	-	-	-	-	-
ES	GregorioCámaraVillar	Gregorio Cámara Villar	Gregorio	Cámara|Villar	-	-	2016-04-20/2019-02-26	PSOE[-/-]	-	M	1953-03-02	Torredonjimeno (Jaén)	-	-	-	-	-	-
ES	GregorioJesúsBrizSánchez	Gregorio Jesús Briz Sánchez	Gregorio|Jesús	Briz|Sánchez	-	-	-	-	-	M	1959-03-09	Cariñena (Zaragoza)	-	-	-	-	-	-
ES	GuillermoAntonioMeijónCouselo	Guillermo Antonio Meijón Couselo	Guillermo|Antonio	Meijón|Couselo	-	-	2017-06-21/2022-03-31	PsdeG-PSOE[-/-]	-	M	1958-03-14	-	-	-	-	-	-	-
ES	GuillermoCollarteRodríguez	Guillermo Collarte Rodríguez	Guillermo	Collarte|Rodríguez	-	-	2015-04-28/2015-04-28	PP[-/-]	-	M	1954-02-24	Ourense	-	-	-	-	-	-
ES	GuillermoDíazGómez	Guillermo Díaz Gómez	Guillermo	Díaz|Gómez	-	-	2017-02-14/2023-02-21	Cs[-/-]	-	M	1978-04-29	-	-	-	-	-	-	-
ES	GuillermoMariscalAnaya	Guillermo Mariscal Anaya	Guillermo	Mariscal|Anaya	-	-	2015-02-11/2023-02-22	PP[-/-]	-	M	1974-05-09	Madrid	-	-	-	-	-	-
ES	HelenaCaballeroGutiérrez	Helena Caballero Gutiérrez	Helena	Caballero|Gutiérrez	-	-	2019-09-17/2022-11-23	PSOE[-/-]	-	F	1959-07-13	-	-	-	-	-	-	-
ES	HelenaCastellanoRamón	Helena Castellano Ramón	Helena	Castellano|Ramón	-	-	2015-06-10/2015-06-10	PSOE[-/-]	-	F	1980-03-19	Barcelona	-	-	-	-	-	-
ES	HerickManuelCamposArteseros	Herick Manuel Campos Arteseros	Herick|Manuel	Campos|Arteseros	-	-	2015-04-14/2018-11-20	PSOE[-/-]	-	M	1976-03-12	La Vila Joiosa (Alicante)	-	-	-	-	-	-
ES	HerminioRufinoSanchoÍñiguez	Herminio Rufino Sancho Íñiguez	Herminio|Rufino	Sancho|Íñiguez	-	-	2022-03-30/2023-02-14	PSOE[-/-]	-	M	1965-05-17	Mezquita de Jarque (Teruel)	-	-	-	-	-	-
ES	HéctorGómezHernández	Héctor Gómez Hernández	Héctor	Gómez|Hernández	-	2023-03-28/-	2020-02-18/2022-07-13	PSOE[-/-]	-	M	1978-11-16	-	-	-	-	-	-	-
ES	HéctorIlluecaBallester	Héctor Illueca Ballester	Héctor	Illueca|Ballester	-	-	2019-09-10/2019-09-10	UP[-/-]	-	M	1975-08-08	-	-	-	-	-	-	-
ES	IdoiaSagastizabalUnzetabarrenetxea	Idoia Sagastizabal Unzetabarrenetxea	Idoia	Sagastizabal|Unzetabarrenetxea	-	-	2016-12-13/2023-02-23	EAJ-PNV[-/-]	-	F	1972-09-22	-	-	-	-	-	-	-
ES	IgnacioGarrigaVazDeConcicao	Ignacio Garriga Vaz De Concicao	Ignacio	Garriga|Vaz|De|Concicao	-	-	2019-09-18/2020-10-28	Vox[-/-]	-	M	1987-02-04	-	-	-	-	-	-	-
ES	IgnacioGilLázaro	Ignacio Gil Lázaro	Ignacio	Gil|Lázaro	-	-	2015-04-16/2023-02-22	PP[2015-04-16/2015-10-20]|Vox[2019-09-17/2023-02-22]	-	M	1957-09-23	-	-	-	-	-	-	-
ES	IgnacioLópezCano	Ignacio López Cano	Ignacio	López|Cano	-	-	2021-04-13/2022-11-29	PSOE[-/-]	-	M	1976-05-24	Málaga	-	-	-	-	-	-
ES	IgnacioMagañaSierra	Ignacio Magaña Sierra	Ignacio	Magaña|Sierra	-	-	2015-06-18/2015-06-18	PSOE[-/-]	-	M	1979-03-16	-	-	-	-	-	-	-
ES	IgnacioTremiñoGómez	Ignacio Tremiño Gómez	Ignacio	Tremiño|Gómez	-	-	2016-11-29/2018-10-18	PP[-/-]	-	M	1966-01-29	-	-	-	-	-	-	-
ES	IgnacioUrquizuSancho	Ignacio Urquizu Sancho	Ignacio	Urquizu|Sancho	-	-	2016-12-14/2019-01-22	PSOE[-/-]	-	M	1978-11-21	-	-	-	-	-	-	-
ES	IgnasiCandelaSerna	Ignasi Candela Serna	Ignasi	Candela|Serna	-	-	2016-03-15/2019-01-22	C-P-EUPV[-/-]	-	M	1987-06-06	-	-	-	-	-	-	-
ES	IkerUrbinaFernández	Iker Urbina Fernández	Iker	Urbina|Fernández	-	-	2015-04-22/2015-10-13	Amaiur[-/-]	-	M	1977-08-19	Vitoria	-	-	-	-	-	-
ES	IldefonsoRPastorGonzález	Ildefonso R. Pastor González	Ildefonso|R.	Pastor|González	-	-	2015-03-10/2015-09-14	PP[-/-]	-	M	1979-05-15	Córdoba	-	-	-	-	-	-
ES	InakiÁlvaroLavandera	Inaki Álvaro Lavandera	Inaki	Álvaro|Lavandera	-	-	-	-	-	M	-	-	-	-	-	-	-	-
ES	IndalecioGutiérrezSalinas	Indalecio Gutiérrez Salinas	Indalecio	Gutiérrez|Salinas	-	-	2020-02-04/2022-11-23	PSOE[-/-]	-	M	1974-09-04	-	-	-	-	-	-	-
ES	InmaculadaRieraiReñé	Inmaculada Riera i Reñé	Inmaculada	Riera|i|Reñé	-	-	2015-02-10/2015-07-16	CiU[-/-]	-	F	1960-10-31	Barcelona	-	-	-	-	-	-
ES	InésArrimadasGarcía	Inés Arrimadas García	Inés	Arrimadas|García	-	-	2019-09-11/2023-02-23	Cs[-/-]	-	F	1981-07-03	Jerez de la Frontera (Cádiz)	-	-	-	-	-	-
ES	InésGranollersCunillera	Inés Granollers Cunillera	Inés	Granollers|Cunillera	-	-	2019-09-17/2022-12-20	ERC-S[-/-]	-	F	1970-09-17	-	-	-	-	-	-	-
ES	InésMaríaCañizaresPacheco	Inés María Cañizares Pacheco	Inés|María	Cañizares|Pacheco	-	-	2020-02-25/2023-02-23	Vox[-/-]	-	F	1970-09-27	-	-	-	-	-	-	-
ES	InésSabanésNadal	Inés Sabanés Nadal	Inés	Sabanés|Nadal	-	-	2020-01-04/2022-12-13	Más País-Equo[-/-]	-	F	1953-06-24	-	-	-	-	-	-	-
ES	IoneBelarraUrteaga	Ione Belarra Urteaga	Ione	Belarra|Urteaga	-	2021-03-31/-	2016-04-05/2022-11-23	UP[-/-]	-	F	1987-09-25	Pamplona	-	-	-	-	-	-
ES	IreneLozanoDomingo	Irene Lozano Domingo	Irene	Lozano|Domingo	-	-	2015-02-12/2016-04-27	UPyD[-/-]	-	F	1971-06-17	Madrid	-	-	-	-	-	-
ES	IreneMaríaMonteroGil	Irene María Montero Gil	Irene|María	Montero|Gil	-	2020-01-13/-	2016-03-15/2023-02-22	UP[-/-]	-	F	1988-02-13	-	-	-	-	-	-	-
ES	IreneRiveraAndrés	Irene Rivera Andrés	Irene	Rivera|Andrés	-	-	2017-02-14/2018-11-22	Cs[-/-]	-	F	1969-11-29	-	-	-	-	-	-	-
ES	IsabelBonigTrigueros	Isabel Bonig Trigueros	Isabel	Bonig|Trigueros	-	-	-	-	-	F	1970-02-25	Castellón/Castelló	-	-	-	-	-	-
ES	IsabelCabezasRegaño	Isabel Cabezas Regaño	Isabel	Cabezas|Regaño	-	-	2016-11-29/2018-10-24	PP[-/-]	-	F	1968-03-15	Argallón, Fuente Obejuna, Córdoba	-	-	-	-	-	-
ES	IsabelCelaáDiéguez	Isabel Celaá Diéguez	Isabel	Celaá|Diéguez	-	2018-06-07/2021-07-12	2018-06-27/2021-06-09	PSOE[-/-]	-	F	1949-05-23	Bilbao	-	-	-	-	-	-
ES	IsabelFrancoCarmona	Isabel Franco Carmona	Isabel	Franco|Carmona	-	-	2017-03-21/2022-12-20	UP[-/-]	-	F	1985-11-27	-	-	-	-	-	-	-
ES	IsabelGarcíaTejerina	Isabel García Tejerina	Isabel	García|Tejerina	-	2014-04-28/2016-11-04|2016-11-04/2018-06-07	2015-02-18/2018-05-23	PP[-/-]	-	F	1968-10-09	Valladolid	-	-	-	-	-	-
ES	IsabelGemaPérezRecuerda	Isabel Gema Pérez Recuerda	Isabel|Gema	Pérez|Recuerda	-	-	2022-08-25/2022-11-29	PP[-/-]	-	F	1971-01-29	-	-	-	-	-	-	-
ES	IsabelMaríaBorregoCortés	Isabel María Borrego Cortés	Isabel|María	Borrego|Cortés	-	-	2016-12-15/2023-02-07	PP[-/-]	-	F	1968-05-11	-	-	-	-	-	-	-
ES	IsabelPozuetaFernández	Isabel Pozueta Fernández	Isabel	Pozueta|Fernández	-	-	2020-02-18/2023-02-21	EH Bildu[-/-]	-	F	1965-09-21	-	-	-	-	-	-	-
ES	IsabelRodríguezGarcía	Isabel Rodríguez García	Isabel	Rodríguez|García	-	2021-07-12/-	2015-02-11/2022-11-22	PSOE[-/-]	-	F	1981-06-05	Abenójar (Ciudad Real)	-	-	-	-	-	-
ES	IsabelSánchezRobles	Isabel Sánchez Robles	Isabel	Sánchez|Robles	-	-	2015-02-11/2015-06-25	EAJ-PNV[-/-]	-	F	1962-07-10	-	-	-	-	-	-	-
ES	IsauraLealFernández	Isaura Leal Fernández	Isaura	Leal|Fernández	-	-	2020-02-04/2023-02-07	PSOE[-/-]	-	F	1959-04-06	-	-	-	-	-	-	-
ES	IsidroManuelMartínezOblanca	Isidro Manuel Martínez Oblanca	Isidro|Manuel	Martínez|Oblanca	-	-	2016-03-02/2023-02-22	PP-Foro[-/-]	-	M	1956-11-12	-	-	-	-	-	-	-
ES	IsmaelCortésGómez	Ismael Cortés Gómez	Ismael	Cortés|Gómez	-	-	2020-02-19/2022-12-13	ECP-GeC[-/-]	-	M	1985-09-06	Granada	-	-	-	-	-	-
ES	IvánEspinosaDeLosMonterosDeSimón	Iván Espinosa De Los Monteros De Simón	Iván	Espinosa|De|Los|Monteros|De|Simón	-	-	2019-09-10/2023-02-15	Vox[-/-]	-	M	1971-01-03	Madrid	-	-	-	-	-	-
ES	IñakiRuizDePinedoUndiano	Iñaki Ruiz De Pinedo Undiano	Iñaki	Ruiz|De|Pinedo|Undiano	-	-	2019-09-10/2023-02-21	EH Bildu[-/-]	-	M	1954-07-23	Vitoria-Gasteiz	-	-	-	-	-	-
ES	JaimeDeOlanoVela	Jaime De Olano Vela	Jaime	De|Olano|Vela	-	-	2016-12-15/2023-02-08	PP[-/-]	-	M	1970-07-06	Coruña (A)	-	-	-	-	-	-
ES	JaimeEduardoDeOlanoVela	Jaime Eduardo De Olano Vela	Jaime|Eduardo|De	Olano|Vela	-	-	2015-05-27/2019-02-28	PP[-/-]	-	M	1970-07-06	-	-	-	-	-	-	-
ES	JaimeJavierBarreroLópez	Jaime Javier Barrero López	Jaime|Javier	Barrero|López	-	-	2015-02-11/2015-10-13	PSOE[-/-]	-	M	1949-09-18	Sotillo de La Adrada (Ávila)	-	-	-	-	-	-
ES	JaimeMiguelMateuIstúriz	Jaime Miguel Mateu Istúriz	Jaime|Miguel	Mateu|Istúriz	-	-	2016-12-20/2022-07-14	PP[-/-]	-	M	1957-06-05	-	-	-	-	-	-	-
ES	JaumeAlonsoCuevillasiSayrol	Jaume Alonso-Cuevillas i Sayrol	Jaume	Alonso-Cuevillas|i|Sayrol	-	-	2020-01-04/2021-02-23	JxCat-Junts[-/-]	-	M	1961-11-22	-	-	-	-	-	-	-
ES	JaumeAsensLlodrà	Jaume Asens Llodrà	Jaume	Asens|Llodrà	-	-	2019-07-22/2023-02-14	ECP-GeC[-/-]	-	M	1972-03-29	Barcelona	-	-	-	-	-	-
ES	JaumeMoyaMatas	Jaume Moya Matas	Jaume	Moya|Matas	-	-	2016-04-19/2019-02-19	ECP[-/-]	-	M	1972-03-17	Barcelona	-	-	-	-	-	-
ES	JavierAlfonsoCendón	Javier Alfonso Cendón	Javier	Alfonso|Cendón	-	-	2020-07-15/2022-11-22	PSOE[-/-]	-	M	1983-10-21	León	-	-	-	-	-	-
ES	JavierAntónCacho	Javier Antón Cacho	Javier	Antón|Cacho	-	-	2017-03-09/2022-12-22	PSOE[-/-]	-	M	1972-10-24	Soria	-	-	-	-	-	-
ES	JavierBasCorugeira	Javier Bas Corugeira	Javier	Bas|Corugeira	-	-	2020-06-04/2022-09-27	PP[-/-]	-	M	1963-03-13	-	-	-	-	-	-	-
ES	JavierCalventeGallego	Javier Calvente Gallego	Javier	Calvente|Gallego	-	-	2016-11-22/2018-10-24	PP[-/-]	-	M	1967-09-07	-	-	-	-	-	-	-
ES	JavierCerqueiroGonzález	Javier Cerqueiro González	Javier	Cerqueiro|González	-	-	2022-09-14/2022-09-14	PSOE[-/-]	-	M	1969-02-20	Lugo	-	-	-	-	-	-
ES	JavierMarotoAranzábal	Javier Maroto Aranzábal	Javier	Maroto|Aranzábal	-	-	2016-10-18/2018-10-10	PP[-/-]	-	M	1972-01-06	-	-	-	-	-	-	-
ES	JavierMerinoMartínez	Javier Merino Martínez	Javier	Merino|Martínez	-	-	2020-09-15/2022-12-22	PP[-/-]	-	M	1979-01-18	Logroño	-	-	-	-	-	-
ES	JavierRuanoGarcía	Javier Ruano García	Javier	Ruano|García	-	-	2016-11-29/2018-11-21	PP[-/-]	-	M	1970-04-18	-	-	-	-	-	-	-
ES	JavierSánchezSerna	Javier Sánchez Serna	Javier	Sánchez|Serna	-	-	2016-11-15/2022-11-23	UP[-/-]	-	M	1985-07-23	Murcia	-	-	-	-	-	-
ES	JessicaAlbiachSatorres	Jessica Albiach Satorres	Jessica	Albiach|Satorres	-	-	-	-	-	F	1979-05-29	Valencia	-	-	-	-	-	-
ES	JesúsCalderaSánchezCapitán	Jesús Caldera Sánchez-Capitán	Jesús	Caldera|Sánchez-Capitán	-	-	2015-04-16/2015-09-29	PSOE[-/-]	-	M	1957-10-31	-	-	-	-	-	-	-
ES	JesúsMaríaFernándezDíaz	Jesús María Fernández Díaz	Jesús|María	Fernández|Díaz	-	-	-	PSOE[-/-]	-	M	1957-02-13	-	-	-	-	-	-	-
ES	JesúsPosadaMoreno	Jesús Posada Moreno	Jesús	Posada|Moreno	-	-	2017-06-27/2017-10-17	PP[-/-]	-	M	1945-04-04	-	-	-	-	-	-	-
ES	JesúsPostigoQuintana	Jesús Postigo Quintana	Jesús	Postigo|Quintana	-	-	2017-11-15/2023-02-16	PP[-/-]	-	M	1953-06-24	-	-	-	-	-	-	-
ES	JesúsÁngelGarridoMartínez	Jesús Ángel Garrido Martínez	Jesús|Ángel	Garrido|Martínez	-	-	-	-	-	M	1966-04-15	Logroño	-	-	-	-	-	-
ES	JoanBaldovíRoda	Joan Baldoví Roda	Joan	Baldoví|Roda	-	-	2015-01-20/2023-02-23	Compromís-Q[2015-01-20/2015-10-20]|Més Compromís[2016-03-02/2023-02-23]	-	M	1958-08-07	Sueca (Valencia)	-	-	-	-	-	-
ES	JoanCanongiaGerona	Joan Canongia Gerona	Joan	Canongia|Gerona	-	-	2015-09-16/2015-09-16	PSC-PSOE[-/-]	-	M	1960-07-18	-	-	-	-	-	-	-
ES	JoanCapdevilaiEsteve	Joan Capdevila i Esteve	Joan	Capdevila|i|Esteve	-	-	2016-04-12/2023-02-22	ERC-S[-/-]	-	M	1965-07-12	-	-	-	-	-	-	-
ES	JoanCoscubielaConesa	Joan Coscubiela Conesa	Joan	Coscubiela|Conesa	-	-	2015-01-20/2015-10-20	ICV[-/-]	-	M	1954-08-16	Barcelona	-	-	-	-	-	-
ES	JoanJosepNuetPujals	Joan Josep Nuet Pujals	Joan|Josep	Nuet|Pujals	-	-	2015-02-11/2021-02-16	ERC-S[2019-09-10/2021-02-16]|EUiA[2015-02-11/2015-10-13]	-	M	1964-08-06	Reus	-	-	-	-	-	-
ES	JoanManelMartíiLlufriu	Joan Manel Martí i Llufriu	Joan|Manel	Martí|i|Llufriu	-	-	-	-	-	M	1967-01-01	Ciutadella	-	-	-	-	-	-
ES	JoanMargallSastre	Joan Margall Sastre	Joan	Margall|Sastre	-	-	2018-06-12/2023-02-22	ERC-S[-/-]	-	M	1975-11-02	Torroella de Montgrí (Girona)	-	-	-	-	-	-
ES	JoanMenaArca	Joan Mena Arca	Joan	Mena|Arca	-	-	2016-12-21/2023-02-14	ECP-GeC[-/-]	-	M	1975-10-24	Sabadell (Barcelona)	-	-	-	-	-	-
ES	JoanMesquidaFerrando	Joan Mesquida Ferrando	Joan	Mesquida|Ferrando	-	-	2019-09-11/2019-09-11	Cs[-/-]	-	M	1962-12-06	Felanixt (Mallorca)	-	-	-	-	-	-
ES	JoanOlòrizSerra	Joan Olòriz Serra	Joan	Olòriz|Serra	-	-	2016-03-15/2019-02-28	ERC-CATSÍ[-/-]	-	M	1954-01-23	-	-	-	-	-	-	-
ES	JoanRangelTarrés	Joan Rangel Tarrés	Joan	Rangel|Tarrés	-	-	2015-02-18/2015-09-16	PSC-PSOE[-/-]	-	M	1950-01-02	Barcelona	-	-	-	-	-	-
ES	JoanRuiziCarbonell	Joan Ruiz i Carbonell	Joan	Ruiz|i|Carbonell	-	-	2016-11-29/2021-09-30	PSC-PSOE[-/-]	-	M	1954-08-10	-	-	-	-	-	-	-
ES	JoanSauraLaporta	Joan Saura Laporta	Joan	Saura|Laporta	-	-	2015-10-14/2015-10-14	ICV[-/-]	-	M	1950-04-24	Barcelona	-	-	-	-	-	-
ES	JoanSubiratsHumet	Joan Subirats Humet	Joan	Subirats|Humet	-	2021-12-20/-	2022-09-22/2022-12-21	-	-	M	1951-05-17	Barcelona	-	-	-	-	-	-
ES	JoanTardàiComa	Joan Tardà i Coma	Joan	Tardà|i|Coma	-	-	2015-01-20/2019-02-28	ERC-CATSÍ[2016-03-02/2019-02-28]|ERC-RI.cat[2015-01-20/2015-10-20]	-	M	1953-09-26	-	-	-	-	-	-	-
ES	JoaquínAlbaladejoMartínez	Joaquín Albaladejo Martínez	Joaquín	Albaladejo|Martínez	-	-	2017-03-08/2018-05-29	PP[-/-]	-	M	1973-09-11	-	-	-	-	-	-	-
ES	JoaquínFranciscoPuigFerrer	Joaquín Francisco Puig Ferrer	Joaquín|Francisco	Puig|Ferrer	-	-	2015-02-18/2015-02-18	PSOE[-/-]	-	M	1959-01-04	-	-	-	-	-	-	-
ES	JoaquínLópezPagán	Joaquín López Pagán	Joaquín	López|Pagán	-	-	-	-	-	M	1976-03-04	Murcia	-	-	-	-	-	-
ES	JoaquínMaríaGarcíaDíez	Joaquín María García Díez	Joaquín|María	García|Díez	-	-	2015-10-13/2022-12-22	PP[-/-]	-	M	1954-09-16	Ferrol (Coruña)	-	-	-	-	-	-
ES	JoaquínRoblesLópez	Joaquín Robles López	Joaquín	Robles|López	-	-	2019-09-10/2022-12-21	Vox[-/-]	-	M	1964-06-08	Mortalla (Murcia)	-	-	-	-	-	-
ES	JonAiartzaZallo	Jon Aiartza Zallo	Jon	Aiartza|Zallo	-	-	-	-	-	M	1964-01-01	Derio	-	-	-	-	-	-
ES	JonIñarrituGarcía	Jon Iñarritu García	Jon	Iñarritu|García	-	-	2015-02-26/2023-02-14	Amaiur[2015-02-26/2015-10-20]|EH Bildu[2019-09-11/2023-02-14]	-	M	1979-03-28	Leioa	-	-	-	-	-	-
ES	JordiJanéiGuasch	Jordi Jané i Guasch	Jordi	Jané|i|Guasch	-	-	2015-01-20/2015-06-18	CiU[-/-]	-	M	1963-11-26	L'Arboç (Tarragona)	-	-	-	-	-	-
ES	JordiRocaMas	Jordi Roca Mas	Jordi	Roca|Mas	-	-	2016-12-13/2019-02-26	PP[-/-]	-	M	1970-12-15	Tarragona	-	-	-	-	-	-
ES	JordiSalvadoriDuch	Jordi Salvador i Duch	Jordi	Salvador|i|Duch	-	-	2016-03-15/2023-02-22	ERC-S[-/-]	-	M	1964-07-23	-	-	-	-	-	-	-
ES	JordiXuclàiCosta	Jordi Xuclà i Costa	Jordi	Xuclà|i|Costa	-	-	2015-02-12/2019-02-27	CDC[2016-04-06/2019-02-27]|CiU[2015-02-12/2015-10-20]	-	M	1973-05-13	Olot (Girona)	-	-	-	-	-	-
ES	JorgeBellverCasaña	Jorge Bellver Casaña	Jorge	Bellver|Casaña	-	-	-	-	-	M	1965-01-01	Alfara del Patriarca	-	-	-	-	-	-
ES	JorgeFernándezDíaz	Jorge Fernández Díaz	Jorge	Fernández|Díaz	-	2011-12-22/2016-11-04	2015-01-21/2018-09-13	PP[-/-]	-	M	1950-04-06	Valladolid	-	-	-	-	-	-
ES	JosebaAndoniAgirretxeaUrresti	Joseba Andoni Agirretxea Urresti	Joseba|Andoni	Agirretxea|Urresti	-	-	2015-02-10/2023-02-16	EAJ-PNV[-/-]	-	M	1966-08-06	Ondarroa (Bizkaia)	-	-	-	-	-	-
ES	JosefaAndrésBarea	Josefa Andrés Barea	Josefa	Andrés|Barea	-	-	2020-12-01/2022-11-22	PSOE[-/-]	-	F	1958-02-17	Burjassot (Valencia)	-	-	-	-	-	-
ES	JosefaInmaculadaGonzálezBayo	Josefa Inmaculada González Bayo	Josefa|Inmaculada	González|Bayo	-	-	2017-03-21/2018-11-14	PSOE[-/-]	-	F	1966-08-25	-	-	-	-	-	-	-
ES	JosepAntoniDurániLleida	Josep Antoni Durán i Lleida	Josep|Antoni	Durán|i|Lleida	-	-	2015-02-11/2015-08-26	CiU[-/-]	-	M	1952-03-27	Alcampell (Huesca)	-	-	-	-	-	-
