Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID
CZ	politicalParty	politicalParty.SPOLU	SPOLU	Spolu	2021-10-09	-	Centre-right	https://en.wikipedia.org/wiki/Spolu_(Czech_Republic)	-
CZ	institution	presidium.PFNM.434	PFNM	Prezídium Fondu národního majetku České republiky	1993-01-01	2006-01-01	-	-	-
CZ	subcommittee	subcommittee.KONT	PRVPK	Subcommittee for Oversight	-	-	-	-	-
CZ	subcommittee	subcommittee.PV	PV	Subcommittee on Penology	-	-	-	-	-
CZ	subcommittee	subcommittee.ZS	PZS	Subcommittee on the Secret Services	-	-	-	-	-
CZ	subcommittee	subcommittee.PRV	PRV	Subcommittee on Rural Development	-	-	-	-	-
CZ	subcommittee	subcommittee.PD	PD	Subcommittee on Transportation	-	-	-	-	-
CZ	subcommittee	subcommittee.subcommitteeForIndustryAndConstruction	PP	Subcommittee for Industry and Construction	-	-	-	-	-
CZ	subcommittee	subcommittee.PPL.102	PPL	Subcommittee for the Support of Business and Legislative Activities	1998-08-19	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.PH	PHV	Subcommittee on Heraldy and Vexillology	-	-	-	-	-
CZ	subcommittee	subcommittee.PK	PK	Subcommittee on Culture	-	-	-	-	-
CZ	subcommittee	subcommittee.PPCRZ	PPCRZVE	Subcommittee on the Projection of the Czech Republic Abroad	-	-	-	-	-
CZ	subcommittee	subcommittee.PVVS	PVVS	Subcommittee on Science and Post-Secondary Educational Institutions	-	-	-	-	-
CZ	subcommittee	subcommittee.PpM	PpM	Subcommittee for the Youth	-	-	-	-	-
CZ	subcommittee	subcommittee.PpS	PŠ	Subcommittee on Education	-	-	-	-	-
CZ	subcommittee	subcommittee.TV	PpTv	Subcommittee for Physical Education	-	-	-	-	-
CZ	subcommittee	subcommittee.subcommitteeOnCountrymanRelations	PSK	Subcommittee on Countryman Relations	-	-	-	-	-
CZ	subcommittee	subcommittee.PNPUSV	PNPUSV	Subcommittee on Preparation of Recommendations for Conferring or Awarding State Decorations	-	-	-	-	-
CZ	subcommittee	subcommittee.PZ.112	PZ	Subcommittee for the Preparation of the Law Concerning the Principles of Behaviour and Contacts of Both Chambers of Parliament	1998-09-17	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.KFT.125	KFT	Subcommittee for Capital and Financial Markets	1998-09-23	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.LEKPOL.120	LEKPOL	Subcommittee for Medicinal Policies and Health Care Reimbursement	1998-09-23	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.PBP	PBP	Subcommittee on Housing Policy	-	-	-	-	-
CZ	subcommittee	subcommittee.PPIZSO	PPIZSO	Subcommittee for Investment Grants in Health Care and Social Spheres	-	-	-	-	-
CZ	subcommittee	subcommittee.REG	PRR	Subcommittee for Regional Development	-	-	-	-	-
CZ	subcommittee	subcommittee.ROD.121	ROD	Subcommittee for Equal Opportunities and Family Questions	1998-09-23	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.VS	PVS	Subcommittee on Public Administration	-	-	-	-	-
CZ	subcommittee	subcommittee.ZDRPOS.122	ZDRPOS	Subcommittee for the Handicapped	1998-09-23	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.ZP	POZPK	Subcommittee for the Protection of the Environment and Country	-	-	-	-	-
CZ	subcommittee	subcommittee.ZJR	PJŘ	Subcommittee for the preparation of Law Amendments concerning the Rules of Procedure of the Chamber of Deputies	-	-	-	-	-
CZ	subcommittee	subcommittee.ISCP.128	ISCP	Subcommittee for an Integrated Rescue System and Emergency Civil Planning	1998-09-30	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.LPS.131	LPS	Subcommittee on Charter of Fundamental Human Rights and Freedoms Application	1998-10-01	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.NAR.130	NAR	Subcommittee for Nationality	1998-10-01	2002-06-20	-	-	-
CZ	subcommittee	subcommittee.MEL	PpML	Subcommittee for Media Legislation	-	-	-	-	-
CZ	subcommittee	subcommittee.PLVH	PLVH	Subcommittee on Forestry and Water Management	-	-	-	-	-
CZ	subcommittee	subcommittee.PVPC	PVPC	Subcommittee on the Food Industry and Veterinary Care	-	-	-	-	-
CZ	subcommittee	subcommittee.PIZS	PIZS	Subcommittee on Integrated Emergency System and Crime Prevention	-	-	-	-	-
CZ	subcommittee	subcommittee.PPACR.644	PPACR	Subcommittee on Professional Standing Army of the Czech Republic	2002-08-06	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.POP.643	POP	Subcommittee on Municipal Police	2002-08-06	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PPNM	PNM	Subcommittee on the Protection of Rights of Persons Deprived of Liberty	-	-	-	-	-
CZ	subcommittee	subcommittee.POOSOT.637	POOSOT	Subcommittee on Trade, Consumer Protection and Trade Protection	2002-08-08	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PPMSP.639	PPMSP	Subcommittee on the Small and Medium-Size Entreprizes Support	2002-08-08	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PEOZSP.672	PEOZSP	Subcommittee on Ethical Issues in Health and Social Care	2002-09-19	2004-06-22	-	-	-
CZ	subcommittee	subcommittee.PISOZRV.668	PISOZRV	Subcommittee on Computerization in Social and Health Areas and Effective Management of Health Records	2002-09-19	2004-05-31	-	-	-
CZ	subcommittee	subcommittee.PKZLPUZ.664	PKZLPUZ	Subcommittee on the Health Care Concepts, Drug Policy, Health Care Financing and Heatl Care IT System	2002-09-19	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.POSOS.667	POSOS	Subcommittee on the Socially Vulnerable Groups	2002-09-19	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PPDT.669	PPDT	Subcommittee on Drugs and Drug Addiction Issues	2002-09-19	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PPS	PPS	Subcommittee on Regional and Cross-border Cooperation	-	-	-	-	-
CZ	subcommittee	subcommittee.PRDS.671	PRDS	Subcommittee on the Reform of the Pension Scheme and Sickness Insurance	2002-09-19	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PVEV	PVEV	Subcommittee on Foreign Economic Relations	-	-	-	-	-
CZ	subcommittee	subcommittee.PZPOSPS.670	PZPOSPS	Subcommittee on Persons with Disabilities and with Impaired Ability to Work	2002-09-19	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PISVS.674	PISVS	Subcommittee on Information Systems in Public Administration	2002-11-08	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PPK	PPK	Subcommittee on Corruption Issues	-	-	-	-	-
CZ	subcommittee	subcommittee.PFHUSVF	PFHÚSVF	Subcommittee on the Financial Management of Regional Governments and for the use of European Union Funding	-	-	-	-	-
CZ	subcommittee	subcommittee.FP	PF	Subcommittee on Finance	-	-	-	-	-
CZ	subcommittee	subcommittee.PPJ	PJ	Subcommittee on Judicial System	-	-	-	-	-
CZ	subcommittee	subcommittee.PMRVZ	PMRVZC	Subcommittee on Gamekeeping, Fisheries, Apiculture, Gardening and Animal Husbandry	-	-	-	-	-
CZ	subcommittee	subcommittee.PSAFAU	PSAFAU	Subcommittee on the state-owned assets, Liabilities and Activities of the Financial Analytical Office	-	-	-	-	-
CZ	subcommittee	subcommittee.PVLK.734	PVLK	Subcommittee on Aviation and Astronautics	2005-01-26	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.Pisigik.737	Pisigik	Subcommittee on Information Society, Information Literacy and ICT	2005-03-02	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PVKM.739	PVKM	Subcommittee on Juvenile Delinquency	2005-03-31	2006-06-15	-	-	-
CZ	subcommittee	subcommittee.PKML.775	PKML	Subcommittee on Culture and Media Legislation	2006-09-27	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PM	PM	Subcommittee on Youth and Sports	-	-	-	-	-
CZ	subcommittee	subcommittee.PFPZP	PFŽP	Subcommittee on Environmental Finance	-	-	-	-	-
CZ	subcommittee	subcommittee.PKOVM.784	PKOVM	Subcommittee on Oversight over Trade in Military Goods	2006-10-04	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PKPUR.785	PKPÚR	Subcommittee on Oversight over the Implementation of Reform of the Armed Forces of the Czech Republic	2006-10-04	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.POPK	POPK	Subcommittee on Nature and Countryside Conservation	-	-	-	-	-
CZ	subcommittee	subcommittee.PSO	PSO	Subcommittee on Raw Materials, Waste, Renewable Resources and Protection of the Climate	-	-	-	-	-
CZ	subcommittee	subcommittee.PDR.851	PDR	Subcommittee on Pension Reform	2006-10-05	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PEZ	PEZ	Subcommittee on computerisation in the Health Care	-	-	-	-	-
CZ	subcommittee	subcommittee.PISO.781	PISO	Subcommittee on Investment in Social Care	2006-10-05	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.POFSR.778	POFSR	Subcommittee on Public Financing of Research, Investments and Grants	2006-10-05	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PPCOZ.779	PPCOZ	Subcommittee on Modern Civilization Illnesses and Addictions	2006-10-05	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PZPSVS.780	PZPSVS	Subcommittee on Disabled Persons and Socially Disadvantaged Groups	2006-10-05	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PPP	PP	Subcommittee on Business Environment	-	-	-	-	-
CZ	subcommittee	subcommittee.PRRVFEU.787	PRRVFEU	Subcommittee on Regional Development and on use of European Union funding	2006-10-31	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PVSIS	PVSIS	Subcommittee on Public Administration and Information Systems	-	-	-	-	-
CZ	subcommittee	subcommittee.PK.789	PK	Subcommittee on Compatriots Living Abroad	2006-10-31	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PKS.793	PKS	Subcommittee on Control Systems	2006-11-09	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PL.794	PL	Subcommittee on Legislation	2006-11-09	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PVKHVS	KHVS	Subcommittee on Public Sector Audit	-	-	-	-	-
CZ	subcommittee	subcommittee.PCPREU.822	PČPREU	Subcommittee on the Czech Presidency of the Council of the European Union	2006-11-16	2010-01-14	-	-	-
CZ	subcommittee	subcommittee.PEF	PEF	Subcommittee on European Union Funding	-	-	-	-	-
CZ	subcommittee	subcommittee.PCDCS.829	PČDCS	Subcommittee on the work of the Tax and Customs Administrations	2006-12-01	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PFTL.830	PFTL	Subcommittee on Financial Markets and Lotteries	2006-12-01	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PSK.859	PSK	Subcommittee on Strategies and Concepts	2006-12-07	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PKPFACR.853	PKPFAČR	Subcommittee on Oversight over Project Financing of the Armed Forces of the Czech Republic	2007-01-10	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.POS	POS	Subcommittee on Consumer Protection	-	-	-	-	-
CZ	subcommittee	subcommittee.PVVLK	PVVLK	Subcommittee on Science, Research, Aviation and Astronautics	-	-	-	-	-
CZ	subcommittee	subcommittee.PE	PE	Subcommittee on Power Engineering	-	-	-	-	-
CZ	subcommittee	subcommittee.PLP	PLP	Subcommittee on Public Defender of Rights Legislative Incentives	-	-	-	-	-
CZ	subcommittee	subcommittee.PVL.914	PVL	Subcommittee on Election Legislation	2007-05-03	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.POMP.923	POMP	Subcommittee on Municipal and City Police	2008-03-19	2010-06-03	-	-	-
CZ	subcommittee	subcommittee.PBPFT	PBPFT	Subcommittee on Banking, Insurance and Capital Markets	-	-	-	-	-
CZ	subcommittee	subcommittee.PDCL	PDCL	Subcommittee on Taxation, Customs and Lotteries	-	-	-	-	-
CZ	subcommittee	subcommittee.PFUSVPE	PFMSPEU	Subcommittee on Financial Management of Teritorial Self-governing Units and European Funding Use	-	-	-	-	-
CZ	subcommittee	subcommittee.PCR	PCR	Subcommittee on Tourism	-	-	-	-	-
CZ	subcommittee	subcommittee.PLKS	PLKS	Subcommittee on Legislation and Control Systems	-	-	-	-	-
CZ	subcommittee	subcommittee.PLVHP.983	PLVHP	Subcommittee on Forestry and Water Management and Food Industry	2010-09-08	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PRS	PRS	Subcommitte on Regional Education	-	-	-	-	-
CZ	subcommittee	subcommittee.PURFVS.986	PURFVS	Subcommittee on Territorial Development and Financial Management of Public Administration	2010-09-08	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PACR	PSKACR	Subcommittee on Strategic Targets and Reform of the Army	-	-	-	-	-
CZ	subcommittee	subcommittee.PAMO	PAMO	Subcommittee on Defence Acquisitions, Military Equipment Trade and Innovation of the Army of the Czech Republic	-	-	-	-	-
CZ	subcommittee	subcommittee.POPSBS	OPSBS	Subcommittee on Municipal Police Forces and Private Security Services	-	-	-	-	-
CZ	subcommittee	subcommittee.PRPCR.991	PRPČR	Subcommittee on the Refrom of the Police of the Czech Republic	2010-09-09	2011-12-06	-	-	-
CZ	subcommittee	subcommittee.PZP.1004	PZP	Subcommittee on Health Care, Training and Prevention Issues	2010-09-09	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PBSCR.1019	PBSCR	Subcommittee on National Security Strategy Concept and Armament Policy	2010-10-13	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PKPCR.1018	PKPCR	Subcommittee on the Czech Friendship Groups, Presentation of the Czech Republic abroad and Foreign Economic Relations	2010-10-13	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PEKICTP.1023	PEKICTP	Subcommittee on Electronic Communication and ICT Industry	2010-11-11	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.POZPSP.1027	POZPSP	Subcommittee on the Persons with Disabilities and the Socially Needy	2010-11-25	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PPPZ.1025	PPPZ	Subcommittee on Labour Law and Employment	2010-11-25	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PSPS.1026	PSPS	Subcommittee on Social Security Systems	2010-11-25	2013-08-28	-	-	-
CZ	subcommittee	subcommittee.PPCR	PPČR	Subcommittee on Police of the Czech Republic, Municipal Police and Private Security Services	-	-	-	-	-
CZ	subcommittee	subcommittee.PEZZPLP.1162	PEZZPLP	Subcommittee on Healthcare Economy, Health Insurance and Medicine Policy	2014-01-14	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.POZPVP.1161	POZPVP	Subcommittee on Healthcare, Education and Prevention	2014-01-14	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PEFPS	PEFPS	Subcommittee on European Funds and Cross-boarder Cooperation	-	-	-	-	-
CZ	subcommittee	subcommittee.PTOK.1220	PTOK	Subcommittee on Technical Environmental Protection	2014-02-20	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PICTPEG.1227	PICTPEG	Subcommittee on ICT Industry and e-Government	2014-02-26	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PILK.1226	PILK	Sobcommittee on Innovation, Aviation and Astronautics	2014-02-26	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PJS	PJSS	Subcommitte on Justice System and Court Administration	-	-	-	-	-
CZ	subcommittee	subcommittee.PPV	PPVČŽV	Subcommittee on Food Industry, Veterinary Medicine and Animal Production	-	-	-	-	-
CZ	subcommittee	subcommittee.PUCR.1237	PUCR	Subcommittee on the Constitution of the Czech Republic and Parliamentary Procedures	2014-02-26	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PVSEG.1232	PVSEG	Subcommittee on Public Administration and E-Government	2014-02-26	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PPPSZS.1229	PPPSZS	Subcommittee on Preschool and Primary Education	2014-02-27	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PSSVOS.1228	PSSVOS	Subcommittee on Secondary nad Vocational Education	2014-02-27	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.subcommitteeOnDevelopmentAndCooperation	PRS	Subcommittee on Development and Cooperation	-	-	-	-	-
CZ	subcommittee	subcommittee.PNDS.1235	PNDS	Subcommittee on Means-tested Benefits, Disabled and Senior Citizens and Disadvantaged Vulnerable Groups	2014-03-06	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PPL.1236	PPL	Subcommittee on Work Legislation, Employment and Activities of State Employment Office	2014-03-06	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PSSDR.1234	PSSDR	Subcommittee on Social Security Systems and Pension Scheme Reform	2014-03-06	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.POBP.1249	POBP	Subcommittee on Defence and Security Policy; Strategic Concept for CR	2014-04-09	2017-10-26	-	-	-
CZ	subcommittee	subcommittee.PVV	PVV	Subcommittee on War Veterans	-	-	-	-	-
CZ	subcommittee	subcommittee.PMAP	PMAP	Subcommittee on Migration and Asylum Policy	-	-	-	-	-
CZ	subcommittee	subcommittee.PIT	PITDE	Subcommittee on ICT, Telecommunication and Digital Economy	-	-	-	-	-
CZ	subcommittee	subcommittee.PLVP	PLVP	Subcommittee on Aviation and Space Program	-	-	-	-	-
CZ	subcommittee	subcommittee.PVVI	PVVI	Subcommittee on Science, Research and Innovations	-	-	-	-	-
CZ	subcommittee	subcommittee.PLK.1352	PLK	Subcommittee on Medicines Policies, Sensible Use of Farmacology and Instrumentation	2017-12-15	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PNLP.1349	PNLP	Subcommittee on Implementation of New Medical Treatment and Examination into Practice, combining Science and Practice	2017-12-15	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PV.1350	PV	Subcommittee on Education in Health Care, Including Non-medical Staff	2017-12-15	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PE.1347	PE	Subcommittee on Healthcare Economy, Health Insurance and Directly Controlled Organizations	2017-12-15	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PPP.1348	PPP	Subcommittee on Preventive Programmes, Prehospital Health Care and Patients' Rights	2017-12-15	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.POP.1373	POP	Subcommittee on the Protection of Rights of Persons Deprived of Liberty	2018-01-09	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PSSM.1374	PSSM	Subcommittee on Freedom of Speech and Media	2018-01-09	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PMVA	PMVA	Subcommittee on Youth and Leisure Activities	-	-	-	-	-
CZ	subcommittee	subcommittee.PNVP	PNVP	Subcommittee on Substitute Care	-	-	-	-	-
CZ	subcommittee	subcommittee.PS	PS	Subcommittee on Sport	-	-	-	-	-
CZ	subcommittee	subcommittee.PSK	POKBP	Subcommittee on Defence, Cybernetic and Security Policy and Strategic Conceptions for CR	-	-	-	-	-
CZ	subcommittee	subcommittee.PSS	PSSOZP	Subcommittee on Social Services and Physically Disabled Persons	-	-	-	-	-
CZ	subcommittee	subcommittee.PSZP	PSZP	Subcommittee on Common Issues of Social and Health Areas	-	-	-	-	-
CZ	subcommittee	subcommittee.PTOZP	PTOŽP	Subcommittee on Technical Protection of Environment	-	-	-	-	-
CZ	subcommittee	subcommittee.PIT.1372	PIT	Subcommittee on Information Technologies and Benefit Systems	2018-01-11	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PLH	PLH	Subcommittee on Forestry Management	-	-	-	-	-
CZ	subcommittee	subcommittee.PVH	PVH	Subcommittee on Water Management	-	-	-	-	-
CZ	subcommittee	subcommittee.PDJESB.1383	PDJESB	Subcommittee on Digitalisation in Justice and E-collection	2018-01-24	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PEIO.1382	PEIO	Subcommitte on Executions, Insolvency and Debt Deleverage	2018-01-24	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PVEG	PEG	Subcommittee on e-Government	-	-	-	-	-
CZ	subcommittee	subcommittee.PHZS	PHZS	Subcommittee on Fire Rescue Service of the Czech Republic	-	-	-	-	-
CZ	subcommittee	subcommittee.PUR.1397	PUR	Subcommittee on Sustainable Development	2018-02-14	2021-10-20	-	-	-
CZ	subcommittee	subcommittee.PZZS	PZZS	Subcommittee on Ambulance Services	-	-	-	-	-
CZ	subcommittee	subcommittee.PRT	PPRT	Subcommittee on Regions in Transition	-	-	-	-	-
CZ	subcommittee	subcommittee.PDSN.1588	PDSN	Subcommittee on Domestic and Sexual Violence	2021-12-01	-	-	-	-
CZ	subcommittee	subcommittee.PPEI.1586	PPEI	Subcommittee on Executions and Insolvency	2021-12-01	-	-	-	-
CZ	subcommittee	subcommittee.PRSCV.1580	PRSCV	Subcommitte on Regional Education and Lifelong Learning	2021-12-01	-	-	-	-
CZ	subcommittee	subcommittee.PEL.1596	PEL	Subcommittee on EU Environmental Legislation	2021-12-08	-	-	-	-
CZ	subcommittee	subcommittee.PEZEZL.1622	PEZEZL	Subcommittee on Electronization in Health Care and EU Health Legislation	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.PFZZP.1618	PFZZP	Subcommittee on Health Care Financing and Health Insurance	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.PLPPTZP.1623	PLPPTZP	Subcommittee on Pharmaceutical Policy, Instrumentation and Medical Devices	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.POLP.1626	POLP	Subcommittee on Protection of Human Rights	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.POSPVVV.1625	POSPVVV	Subcommittee on Specialist and Professional Education, Science, and Research	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.PPZILVM.1620	PPZILVM	Subcommittee on Population Health, Implementation of New Treatment and Examination Methods	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.PVZEP.1619	PVZEP	Subcommittee on Public Health Care, Epidemiology and Prevention	2021-12-14	-	-	-	-
CZ	subcommittee	subcommittee.PEFPSZT.1608	PEFPSZT	Subcommittee on EU Funds, Cross-border Cooperation and Green Transition	2021-12-15	-	-	-	-
CZ	subcommittee	subcommittee.PITDSPU.1631	PITDSPU	Subcommittee on Information Technologies, Social Benefit Systems and Employment Administration	2022-01-11	-	-	-	-
CZ	subcommittee	subcommittee.SVLZLVT.1633	SVLZLVT	Subcommittee on Socially Excluded Localities and Integration of Former Inmates	2022-01-19	-	-	-	-
CZ	subcommittee	subcommittee.PMSS.1641	PMSS	Subcommittee on Media and Freedom of Speech	2022-01-20	-	-	-	-
CZ	subcommittee	subcommittee.PBPV.1635	PBPV	Subcommittee on Housing Policy and Construction	2022-01-27	-	-	-	-
CZ	subcommittee	subcommittee.PPD.1717	PPD	Podvýbor pro podporu demokracie a lidských práv v zahraničí	2022-11-25	-	-	-	-
CZ	institution	supervisoryCommission.DKNSA.1725	DKNSA	Dozorčí komise Národní sportovní agentury	2023-04-01	-	-	-	-
CZ	workingGroup	workingGroup.PSNM.729	PSNM	Working Group for resolving the problem of unneeded property and ecological disposal of unneeded munitions of the Ministry of Defense of the Czech Republic	2003-07-02	-	-	-	-
CZ	workingGroup	workingGroup.PSJNRT.916	PSJNRT	Working Group of the Parliament for discussion with Members of National Council of Austria concerning Nuclear Power Plant Temelin	2007-04-24	2008-06-10	-	-	-
CZ	workingGroup	workingGroup.ESDNP.1064	ESDNP	Group of Experts on Patient Standard of Care Definitions	2011-02-22	2013-08-28	-	-	-
CZ	workingGroup	workingGroup.NSLCR.1095	NSLCR	Work Group on Rent Rise of LČR at Sporting Grounds	2012-02-03	2013-08-28	-	-	-
CZ	workingGroup	workingGroup.PSPC.1096	PSPC	Work Group on Tour Guide Activities	2012-09-21	2013-08-28	-	-	-
DK	government	ParlaMint-DK-GOV	ParlaMint-DK-GOV	The Danish Government	-	-	-	-	-
DK	parliament	FT	FT	The Folketing, the Danish Parliament	1849	-	-	https://en.wikipedia.org/wiki/Folketing	-
DK	parliamentaryGroup	party.ALT	ALT	Alternativet	2013-11-27	-	Centre to centre-left	https://en.wikipedia.org/wiki/The_Alternative_(Denmark)	A
DK	parliamentaryGroup	party.DF	DF	Dansk Folkeparti	1995-10-06	-	Right	https://en.wikipedia.org/wiki/Danish_People%27s_Party	DF
DK	parliamentaryGroup	party.EL	EL	Enhedslisten	1989	-	Left to far-left	https://en.wikipedia.org/wiki/Red–Green_Alliance_(Denmark)	EL
DK	parliamentaryGroup	party.FG	FG	Frie Grønne	2020-09-07	-	Left	https://en.wikipedia.org/wiki/Independent_Greens_(Denmark)	-
DK	parliamentaryGroup	party.KD	KD	Kristendemokraterne	1970-04-13	-	Centre to centre-right	https://en.wikipedia.org/wiki/Christian_Democrats_(Denmark)	KRF
DK	parliamentaryGroup	party.IA	IA	Inuit Ataqatigiit	1976	-	Left	https://en.wikipedia.org/wiki/Inuit_Ataqatigiit	-
DK	parliamentaryGroup	party.JF	JF	Javnaðarflokkurin	1925-09-25	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(Faroe_Islands)	-
DK	parliamentaryGroup	party.KF	KF	Det Konservative Folkeparti	1915	-	Centre-right	https://en.wikipedia.org/wiki/Conservative_People%27s_Party_(Denmark)	KF
DK	parliamentaryGroup	party.LA	LA	Liberal Alliance	2008-08-28	-	Centre-right to right	https://en.wikipedia.org/wiki/Liberal_Alliance_(Denmark)	LA
DK	parliamentaryGroup	party.NB	NB	Nye Borgerlige	2015-10-19	-	Right to far-right	https://en.wikipedia.org/wiki/New_Right_(Denmark)	NB
DK	parliamentaryGroup	party.NQ	NQ	Nunatta Qitornai	2017-09-01	-	Left	https://en.wikipedia.org/wiki/Nunatta_Qitornai	-
DK	parliamentaryGroup	party.RV	RV	Radikale Venstre	1905-05-21	-	Centre to centre-left	https://en.wikipedia.org/wiki/Danish_Social_Liberal_Party	RV
DK	parliamentaryGroup	party.S	S	Socialdemokratiet	1871	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democrats_(Denmark)	SD
DK	parliamentaryGroup	party.SF	SF	Socialistisk Folkeparti	1959-02-15	-	Centre-left to left	https://en.wikipedia.org/wiki/Green_Left_(Denmark)	SF
DK	parliamentaryGroup	party.SIU	SIU	Siumut	1977-07-29	-	Centre-left	https://en.wikipedia.org/wiki/Siumut	-
DK	parliamentaryGroup	party.SP	SP	Sambandsflokkurin	1906	-	Centre-right	https://en.wikipedia.org/wiki/Union_Party_(Faroe_Islands)	-
DK	parliamentaryGroup	party.T	T	Tjóðveldi	2007-09-14	-	Left	https://en.wikipedia.org/wiki/Republic_(Faroe_Islands)	-
DK	parliamentaryGroup	party.UFG	UFG	Uden for folketingsgrupperne	1849	-	-	-	-
DK	parliamentaryGroup	party.V	V	Venstre	1910	-	Centre-right	https://en.wikipedia.org/wiki/Venstre_(Denmark)	V v
EE	parliament	ee_parliament	ee_parliament	Parliament of Estonia	1920-12-20	-	-	-	-
EE	government	government.Valitsus	Valitsus	Government of Estonia	-	-	-	-	-
EE	parliamentaryGroup	group.RE	RE	Reformierakond	-	-	Centre-right	https://en.wikipedia.org/wiki/Estonian_Reform_Party	ER
EE	parliamentaryGroup	group.VABA	VABA	Vabaerakond	-	-	Centre-right	https://en.wikipedia.org/wiki/Estonian_Free_Party	EVE
EE	parliamentaryGroup	group.SDE	SDE	Sotsiaaldemokraatlik erakond	-	-	Centre-left	https://en.wikipedia.org/wiki/Social_Democratic_Party_(Estonia)	SDE
EE	parliamentaryGroup	group.ISA	ISA	Isamaa	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Isamaa	IRL
EE	parliamentaryGroup	group.KE	KE	Keskerakond	-	-	Centre-left	https://en.wikipedia.org/wiki/Estonian_Centre_Party	EK
